chapter	article_fact	target_file	component_count	proof_status	clean_exact_roots	all_selected_roots	article_imports_closure	helper_bucket_closure	dependency_fact_count
7	pss_paper.p_7_3_c1_c2	7/P_7_3_c1_c2.thy	3	exact-clean-proof	pss_wip.transC1_lessBT_transC2_full;pss_wip.transC1_single_principal	pss_wip.transC1_lessBT_transC2_full;pss_wip.transC1_single_principal	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_1_term_components.thy;7/P_7_2_scb_compose.thy	PSS/cross-chapter:621	681
7	pss_paper.p_7_3_twoColumn	7/P_7_3_twoColumn.thy	5	exact-clean-proof	pss_wip.m_7_3_twoColumn_Mark;pss_wip.m_7_3_twoColumn_Marked;pss_wip.m_7_3_twoColumn_Trans	pss_wip.m_7_3_twoColumn_Mark;pss_wip.m_7_3_twoColumn_Marked;pss_wip.m_7_3_twoColumn_Trans	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:565	623
7	pss_paper.p_7_4_Adm_nextAdm	7/P_7_4_Adm_nextAdm.thy	1	exact-clean-proof	pss_mechanized.m_7_4_Adm_nextAdm	pss_mechanized.m_7_4_Adm_nextAdm		PSS/cross-chapter:14;chapter-7/local:3	18
7	pss_paper.p_7_4_Mark_Trans_repr	7/P_7_4_Mark_Trans_repr.thy	1	exact-clean-proof	pss_wip.m_7_4_Mark_Trans_repr	pss_wip.m_7_4_Mark_Trans_repr	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_3_adm_slice.thy;6/P_6_3_admof_slice.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_ancestor_slice_Red_IncrFirst.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_3_Mark_rightmost1.thy;7/P_7_3_c1_c2.thy;7/P_7_3_twoColumn.thy	PSS/cross-chapter:637	722
7	pss_paper.p_7_4_Mark_nextAdm	7/P_7_4_Mark_nextAdm.thy	1	named-corrected-or-partial		pss_wip.m_7_4_Mark_nextAdm	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_4_Trans_Mark_Pred.thy	PSS/cross-chapter:609	670
7	pss_paper.p_7_4_RightAnces_RightNodes	7/P_7_4_RightAnces_RightNodes.thy	1	exact-clean-proof	pss_scratch.y3r_7_4_RightAnces_RightNodes_TPS	pss_scratch.y3r_7_4_RightAnces_RightNodes_TPS	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_Red_zeroT.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_3_c1_c2.thy;7/P_7_4_RightNodes_Mark.thy;7/P_7_4_Trans_Mark_Pred.thy;7/P_7_4_Trans_Mark_seg.thy	PSS/cross-chapter:635;chapter-7/local:20	722
7	pss_paper.p_7_4_RightAnces_zeroT	7/P_7_4_RightAnces_zeroT.thy	1	exact-clean-proof	pss_scratch.y3r_7_4_RightAnces_zeroT_TPS	pss_scratch.y3r_7_4_RightAnces_zeroT_TPS	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_Red_zeroT.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_3_c1_c2.thy;7/P_7_4_RightNodes_Mark.thy;7/P_7_4_Trans_Mark_Pred.thy;7/P_7_4_Trans_Mark_seg.thy	PSS/cross-chapter:636;chapter-7/local:25	728
7	pss_paper.p_7_4_RightNodes_Mark	7/P_7_4_RightNodes_Mark.thy	1	exact-clean-proof	pss_wip.m_7_4_RightNodes_Mark	pss_wip.m_7_4_RightNodes_Mark	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_3_c1_c2.thy;7/P_7_4_Trans_Mark_Pred.thy;7/P_7_4_Trans_Mark_seg.thy	PSS/cross-chapter:627	691
7	pss_paper.p_7_4_Trans_Mark_Pred	7/P_7_4_Trans_Mark_Pred.thy	1	named-corrected-or-partial		pss_wip.m_7_4_Trans_Mark_Pred	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy	PSS/cross-chapter:607	667
7	pss_paper.p_7_4_Trans_Mark_seg	7/P_7_4_Trans_Mark_seg.thy	1	exact-clean-proof	pss_wip.m_7_4_Trans_Mark_seg	pss_wip.m_7_4_Trans_Mark_seg	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_4_Trans_Mark_Pred.thy	PSS/cross-chapter:608	669
7	pss_paper.p_7_4_Trans_nextAdm	7/P_7_4_Trans_nextAdm.thy	1	named-corrected-or-partial		pss_wip.m_7_4_Trans_nextAdm	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_4_Trans_Mark_Pred.thy	PSS/cross-chapter:607	668
8	pss_paper.p_8_1_Pred_diagSeq_Trans	8/P_8_1_Pred_diagSeq_Trans.thy	1	exact-clean-proof	pss_wip.m_8_1_Pred_diagSeq_Trans	pss_wip.m_8_1_Pred_diagSeq_Trans	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_3_twoColumn.thy;8/P_8_1_diagSeq_Trans.thy	PSS/cross-chapter:600;chapter-8/local:29	688
8	pss_paper.p_8_1_Trans_fseq_condI	8/P_8_1_Trans_fseq_condI.thy	2	exact-clean-proof	pss_scratch.y3g_p_8_1_Trans_fseq_condI	pss_scratch.y3g_p_8_1_Trans_fseq_condI	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;5/P_5_3_pred_is_oper1.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_3_adm_slice.thy;6/P_6_3_admof_slice.thy;6/P_6_3_marked_slice.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_le.thy;6/P_6_5_Red_marked.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_ancestor_slice_Red_IncrFirst.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_oper.thy;6/P_6_6_reduced_slice.thy;7/P_7_1_term_components.thy;7/P_7_2_add_scb.thy;7/P_7_2_scb_compose.thy;7/P_7_2_scb_fseq.thy;7/P_7_3_Mark_rightmost1.thy;7/P_7_3_c1_c2.thy;7/P_7_3_twoColumn.thy;7/P_7_4_Mark_Trans_repr.thy;7/P_7_4_RightNodes_Mark.thy;7/P_7_4_Trans_Mark_Pred.thy;7/P_7_4_Trans_Mark_seg.thy;8/P_8_3_kind0_base_basepoint.thy	PSS/cross-chapter:828;chapter-8/local:67	1047
8	pss_paper.p_8_1_condI_III_c1_around	8/P_8_1_condI_III_c1_around.thy	1	unmapped					0
8	pss_paper.p_8_1_diagSeq_Trans	8/P_8_1_diagSeq_Trans.thy	1	exact-clean-proof	pss_wip.m_8_1_diagSeq_Trans	pss_wip.m_8_1_diagSeq_Trans	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_3_twoColumn.thy	PSS/cross-chapter:598;chapter-8/local:5	661
8	pss_paper.p_8_2_condIIIV_terminal_slice_Trans	8/P_8_2_condIIIV_terminal_slice_Trans.thy	1	unmapped					0
8	pss_paper.p_8_2_condV_rightmost_parent	8/P_8_2_condV_rightmost_parent.thy	1	exact-clean-proof	pss_wip.m_8_2_condV_rightmost_parent	pss_wip.m_8_2_condV_rightmost_parent	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_reduced_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:499;chapter-8/local:3	561
8	pss_paper.p_8_2_condV_terminal_slice_Trans	8/P_8_2_condV_terminal_slice_Trans.thy	1	exact-clean-proof	pss_wip.m_8_2_condV_terminal_slice_Trans	pss_wip.m_8_2_condV_terminal_slice_Trans	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_3_adm_slice.thy;6/P_6_3_admof_slice.thy;6/P_6_3_marked_slice.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_ancestor_slice_Red_IncrFirst.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_1_paren_balance.thy;7/P_7_2_scb_compose.thy;7/P_7_3_Mark_rightmost1.thy;7/P_7_3_c1_c2.thy;7/P_7_3_twoColumn.thy;7/P_7_4_Mark_Trans_repr.thy;7/P_7_4_RightNodes_Mark.thy;7/P_7_4_Trans_Mark_Pred.thy;7/P_7_4_Trans_Mark_seg.thy;8/P_8_1_diagSeq_Trans.thy	PSS/cross-chapter:677;chapter-8/local:90	878
8	pss_paper.p_8_2_standard_slice_Red_strongmono	8/P_8_2_standard_slice_Red_strongmono.thy	1	exact-clean-proof	pss_wip.m_8_2_standard_slice_Red_strongmono	pss_wip.m_8_2_standard_slice_Red_strongmono	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;5/P_5_3_pred_is_oper1.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_P_oper_1.thy;6/P_6_2_P_oper_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_2_nonmulti_oper_1.thy;6/P_6_2_nonmulti_oper_2.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_ancestor_slice_Red_IncrFirst.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_reduced_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;6/P_6_7_ST_eq_Union_SkT.thy;6/P_6_7_standard_P_components.thy;6/P_6_7_standard_reduced.thy;6/P_6_8_standard_slice_Br_descending.thy	PSS/cross-chapter:741;chapter-8/local:2	808
