chapter	article_fact	target_file	component_count	proof_status	clean_exact_roots	all_selected_roots	article_imports_closure	helper_bucket_closure	dependency_fact_count
6	pss_paper.p_6_5_admof_Red	6/P_6_5_admof_Red.thy	1	exact-clean-proof	pss_mechanized.m_6_5_admof_Red_final	pss_mechanized.m_6_5_admof_Red_final	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:553	604
6	pss_paper.p_6_5_monoT_Red	6/P_6_5_monoT_Red.thy	1	exact-clean-proof	pss_mechanized.m_6_5_monoT_Red_m10pos	pss_mechanized.m_6_5_monoT_Red_m10pos	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_welldef.thy;6/P_6_6_Red_leftend_1.thy	PSS/cross-chapter:103	120
6	pss_paper.p_6_6_P_reduced	6/P_6_6_P_reduced.thy	1	exact-clean-proof	pss_mechanized.m_6_6_P_reduced	pss_mechanized.m_6_6_P_reduced	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_welldef.thy	PSS/cross-chapter:82	96
6	pss_paper.p_6_6_Red_leftend_1	6/P_6_6_Red_leftend_1.thy	1	exact-clean-proof	pss_mechanized.m_6_6_Red_leftend_1	pss_mechanized.m_6_6_Red_leftend_1	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_welldef.thy	PSS/cross-chapter:82	95
6	pss_paper.p_6_6_Red_leftend_2	6/P_6_6_Red_leftend_2.thy	1	exact-clean-proof	pss_mechanized.m_6_6_Red_leftend_2	pss_mechanized.m_6_6_Red_leftend_2	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_Red_leftend_1.thy	PSS/cross-chapter:103	121
6	pss_paper.p_6_6_ancestor_slice_Red_IncrFirst	6/P_6_6_ancestor_slice_Red_IncrFirst.thy	1	exact-clean-proof	pss_mechanized.m_6_6_ancestor_slice_Red_IncrFirst	pss_mechanized.m_6_6_ancestor_slice_Red_IncrFirst	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_reduced_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:537	589
6	pss_paper.p_6_6_condAB_coeff	6/P_6_6_condAB_coeff.thy	1	exact-clean-proof	pss_mechanized.m_6_6_condAB_coeff	pss_mechanized.m_6_6_condAB_coeff	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_4_P_IdxSum.thy	PSS/cross-chapter:32	42
6	pss_paper.p_6_6_oneColumn	6/P_6_6_oneColumn.thy	1	exact-clean-proof	pss_mechanized.m_6_6_oneColumn	pss_mechanized.m_6_6_oneColumn	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_Red_leftend_1.thy	PSS/cross-chapter:207	228
6	pss_paper.p_6_6_reduced_coeff	6/P_6_6_reduced_coeff.thy	1	exact-clean-proof	pss_mechanized.m_6_6_reduced_coeff	pss_mechanized.m_6_6_reduced_coeff	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:416	457
6	pss_paper.p_6_6_reduced_iff_cond	6/P_6_6_reduced_iff_cond.thy	1	exact-clean-proof	pss_mechanized.m_6_6_reduced_iff_cond	pss_mechanized.m_6_6_reduced_iff_cond	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:494	543
6	pss_paper.p_6_6_reduced_leftend	6/P_6_6_reduced_leftend.thy	1	named-corrected-or-partial		pss_mechanized.m_6_6_reduced_leftend	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_Red_leftend_1.thy	PSS/cross-chapter:166	187
6	pss_paper.p_6_6_reduced_oper	6/P_6_6_reduced_oper.thy	1	exact-clean-proof	pss_mechanized.m_6_6_reduced_oper	pss_mechanized.m_6_6_reduced_oper	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:581	631
6	pss_paper.p_6_6_reduced_slice	6/P_6_6_reduced_slice.thy	1	exact-clean-proof	pss_mechanized.herd_6_6_reduced_slice	pss_mechanized.herd_6_6_reduced_slice	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_Red_leftend_1.thy	PSS/cross-chapter:157	183
6	pss_paper.p_6_7_ST_eq_Union_SkT	6/P_6_7_ST_eq_Union_SkT.thy	1	exact-clean-proof	pss_mechanized.m_6_7_ST_eq_Union_SkT	pss_mechanized.m_6_7_ST_eq_Union_SkT		PSS/cross-chapter:3	4
6	pss_paper.p_6_7_standard_P_components	6/P_6_7_standard_P_components.thy	1	exact-clean-proof	pss_mechanized.m_6_7_standard_P_components	pss_mechanized.m_6_7_standard_P_components	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_3.thy;5/P_5_3_pred_is_oper1.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_P_oper_1.thy;6/P_6_2_P_oper_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_2_nonmulti_oper_1.thy;6/P_6_2_nonmulti_oper_2.thy	PSS/cross-chapter:57	73
6	pss_paper.p_6_7_standard_prefix	6/P_6_7_standard_prefix.thy	1	exact-clean-proof	pss_mechanized.ST_PS_seg_0_aux;pss_mechanized.m_6_7_standard_prefix	pss_mechanized.ST_PS_seg_0_aux;pss_mechanized.m_6_7_standard_prefix	5/P_5_3_pred_is_oper1.thy	PSS/cross-chapter:10	12
6	pss_paper.p_6_7_standard_reduced	6/P_6_7_standard_reduced.thy	1	exact-clean-proof	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy	PSS/cross-chapter:583	635
6	pss_paper.p_6_8_standard_P_descending	6/P_6_8_standard_P_descending.thy	1	exact-clean-proof	pss_mechanized.m_6_8_standard_P_descending	pss_mechanized.m_6_8_standard_P_descending	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_3.thy;5/P_5_3_pred_is_oper1.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_P_oper_1.thy;6/P_6_2_P_oper_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_2_nonmulti_oper_1.thy;6/P_6_2_nonmulti_oper_2.thy;6/P_6_7_standard_P_components.thy	PSS/cross-chapter:59;chapter-6/local:3	79
6	pss_paper.p_6_8_standard_slice_Br_descending	6/P_6_8_standard_slice_Br_descending.thy	1	exact-clean-proof	pss_mechanized.m_6_8_standard_slice_Br_descending	pss_mechanized.m_6_8_standard_slice_Br_descending	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_3.thy;5/P_5_3_pred_is_oper1.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_P_oper_1.thy;6/P_6_2_P_oper_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_2_nonmulti_oper_1.thy;6/P_6_2_nonmulti_oper_2.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_mono_slice_next.thy;6/P_6_7_ST_eq_Union_SkT.thy;6/P_6_7_standard_P_components.thy	PSS/cross-chapter:236	261
7	pss_paper.p_7_1_lessBT_linord	7/P_7_1_lessBT_linord.thy	3	exact-clean-proof	pss_mechanized.lessBT_irrefl;pss_mechanized.lessBT_total;pss_mechanized.lessBT_trans;pss_mechanized.m_7_1_lessBT_linord	pss_mechanized.lessBT_irrefl;pss_mechanized.lessBT_total;pss_mechanized.lessBT_trans;pss_mechanized.m_7_1_lessBT_linord		PSS/cross-chapter:7	8
7	pss_paper.p_7_1_paren_balance	7/P_7_1_paren_balance.thy	1	exact-clean-proof	pss_mechanized.m_7_1_paren_balance	pss_mechanized.m_7_1_paren_balance		PSS/cross-chapter:2	3
7	pss_paper.p_7_1_term_components	7/P_7_1_term_components.thy	1	exact-clean-proof	pss_mechanized.m_7_1_term_components	pss_mechanized.m_7_1_term_components			1
7	pss_paper.p_7_2_RightNodes_subexpr	7/P_7_2_RightNodes_subexpr.thy	1	named-corrected-or-partial		pss_mechanized.m_7_2_RightNodes_subexpr		PSS/cross-chapter:13;chapter-7/local:3	17
7	pss_paper.p_7_2_add_scb	7/P_7_2_add_scb.thy	3	exact-clean-proof	pss_mechanized.m_7_2_add_scb_conj1;pss_mechanized.m_7_2_add_scb_conj2	pss_mechanized.m_7_2_add_scb_conj1;pss_mechanized.m_7_2_add_scb_conj2		PSS/cross-chapter:9	12
7	pss_paper.p_7_2_scb_compose	7/P_7_2_scb_compose.thy	2	named-corrected-or-partial		pss_mechanized.m_7_2_scb_compose		PSS/cross-chapter:1	2
7	pss_paper.p_7_2_scb_fseq	7/P_7_2_scb_fseq.thy	3	named-corrected-or-partial		pss_wip.m_7_2_scb_fseq_inner;pss_wip.m_7_2_scb_fseq_kind1_basic;pss_wip.m_7_2_scb_fseq_kind1_general;pss_wip.m_7_2_scb_fseq_scb;pss_wip.m_7_2_scb_fseq_succ		PSS/cross-chapter:78;chapter-7/local:2	87
7	pss_paper.p_7_2_scb_replaceable	7/P_7_2_scb_replaceable.thy	1	named-corrected-or-partial		pss_mechanized.m_7_2_scb_replaceable_corr_mod_image;pss_mechanized.m_7_2_scb_replaceable_counterexample;pss_mechanized.m_7_2_scb_replaceable_t0zero;pss_scratch.y3u_p_7_2_scb_replaceable		PSS/cross-chapter:11;chapter-7/local:18	33
7	pss_paper.p_7_2_scb_triviality	7/P_7_2_scb_triviality.thy	2	exact-clean-proof	pss_mechanized.m_7_2_scb_triviality	pss_mechanized.m_7_2_scb_triviality		PSS/cross-chapter:14	16
7	pss_paper.p_7_2_scb_unique	7/P_7_2_scb_unique.thy	5	exact-clean-proof	pss_mechanized.m_7_2_scb_unique_decomp	pss_mechanized.m_7_2_scb_unique_decomp		PSS/cross-chapter:4	6
7	pss_paper.p_7_3_Mark_IncrFirst_Red	7/P_7_3_Mark_IncrFirst_Red.thy	2	unmapped					0
7	pss_paper.p_7_3_Mark_rightmost1	7/P_7_3_Mark_rightmost1.thy	1	named-corrected-or-partial		pss_wip.m_7_3_Mark_rightmost1	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy;7/P_7_3_c1_c2.thy	PSS/cross-chapter:610	670
7	pss_paper.p_7_3_Pred_Trans_descend	7/P_7_3_Pred_Trans_descend.thy	1	exact-clean-proof	pss_scratch.y3r_7_3_Pred_Trans_descend_TPS	pss_scratch.y3r_7_3_Pred_Trans_descend_TPS	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_Red_zeroT.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_1_term_components.thy;7/P_7_2_scb_compose.thy;7/P_7_3_c1_c2.thy	PSS/cross-chapter:628;chapter-7/local:24	714
7	pss_paper.p_7_3_Trans_IncrFirst_Red	7/P_7_3_Trans_IncrFirst_Red.thy	2	unmapped					0
7	pss_paper.p_7_3_Trans_monoT	7/P_7_3_Trans_monoT.thy	1	exact-clean-proof	pss_wip.m_7_3_Trans_monoT	pss_wip.m_7_3_Trans_monoT	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy	PSS/cross-chapter:599	659
7	pss_paper.p_7_3_Trans_zeroT	7/P_7_3_Trans_zeroT.thy	1	exact-clean-proof	pss_scratch.y3r_7_3_Trans_zeroT_TPS	pss_scratch.y3r_7_3_Trans_zeroT_TPS	5/P_5_1_ancestor_basic_1.thy;5/P_5_1_ancestor_tree_1.thy;5/P_5_1_parent_exists_1.thy;5/P_5_1_parent_exists_2.thy;5/P_5_1_parent_exists_3.thy;6/P_6_1_le_IncrFirst_inv.thy;6/P_6_2_P_IncrFirst.thy;6/P_6_2_P_additive.thy;6/P_6_2_P_components_1.thy;6/P_6_2_P_components_2.thy;6/P_6_2_mono_ancestor_slice.thy;6/P_6_2_mono_prefix.thy;6/P_6_2_multi_crit_12.thy;6/P_6_2_multi_crit_23.thy;6/P_6_4_FirstNodes_Joints_mono.thy;6/P_6_4_FirstNodes_TrMax_Joints.thy;6/P_6_4_P_IdxSum.thy;6/P_6_4_P_leftend_mono.thy;6/P_6_4_mono_slice_next.thy;6/P_6_5_Lng_Red.thy;6/P_6_5_Red_IncrFirst.thy;6/P_6_5_Red_Pred.thy;6/P_6_5_Red_welldef.thy;6/P_6_5_Red_zeroT.thy;6/P_6_5_monoT_Red.thy;6/P_6_6_P_reduced.thy;6/P_6_6_Red_leftend_1.thy;6/P_6_6_condAB_coeff.thy;6/P_6_6_oneColumn.thy;6/P_6_6_reduced_iff_cond.thy;6/P_6_6_reduced_leftend.thy;6/P_6_6_reduced_slice.thy;7/P_7_2_scb_compose.thy	PSS/cross-chapter:595;chapter-7/local:21	674
