fact	theory	serial	serial_max	component_count	source_file	source_line	concealed	has_skip_proof	depends_on_article_sorry
pss_mechanized.oper_d0zero_nth	pss_mechanized	502360	502360	1	isabelle/pss_mechanized.thy	9855	false	true	false
pss_mechanized.oper_d0zero_entry0	pss_mechanized	502504	502504	1	isabelle/pss_mechanized.thy	9887	false	true	false
pss_mechanized.parent_block_entry0_min	pss_mechanized	502572	502576	2	isabelle/pss_mechanized.thy	9917	false	true	false
pss_mechanized.parent_block_le0	pss_mechanized	502650	502650	1	isabelle/pss_mechanized.thy	9944	false	true	false
pss_mechanized.nextrel0_above_parent_trivial	pss_mechanized	502712	502712	1	isabelle/pss_mechanized.thy	10034	false	false	false
pss_mechanized.oper_d0zero_le0_confined	pss_mechanized	502942	502942	1	isabelle/pss_mechanized.thy	10068	false	true	false
pss_mechanized.nextrel0_rtrancl_entry0_mono	pss_mechanized	502984	502984	1	isabelle/pss_mechanized.thy	10203	false	false	false
pss_mechanized.oper_d1pos_le0_confined	pss_mechanized	503210	503210	1	isabelle/pss_mechanized.thy	10234	false	false	false
pss_mechanized.oper_d1pos_entry0_boundary	pss_mechanized	503450	503450	1	isabelle/pss_mechanized.thy	10266	false	true	false
pss_mechanized.oper_d1pos_nextrel0_transfer	pss_mechanized	503668	503668	1	isabelle/pss_mechanized.thy	10313	false	true	false
pss_mechanized.oper_d1pos_block_chain	pss_mechanized	503986	503986	1	isabelle/pss_mechanized.thy	10443	false	true	false
pss_mechanized.oper_d1pos_le0_blockstarts	pss_mechanized	504096	504096	1	isabelle/pss_mechanized.thy	10538	false	true	false
pss_mechanized.oper_d1pos_seg_mono	pss_mechanized	504188	504188	1	isabelle/pss_mechanized.thy	10593	false	true	false
pss_mechanized.oper_gen_block_nth	pss_mechanized	504310	504310	1	isabelle/pss_mechanized.thy	10658	false	true	false
pss_mechanized.oper_gen_block_entry0	pss_mechanized	504632	504632	1	isabelle/pss_mechanized.thy	10697	false	true	false
pss_mechanized.oper_gen_block_entry1	pss_mechanized	504874	504874	1	isabelle/pss_mechanized.thy	10713	false	true	false
pss_mechanized.oper_gen_nth_prefix	pss_mechanized	504992	504992	1	isabelle/pss_mechanized.thy	10728	false	false	false
pss_mechanized.nlocal_adj_tie	pss_mechanized	505194	505194	1	isabelle/pss_mechanized.thy	10761	false	true	false
pss_mechanized.oper_d1pos_Br_comp_mono	pss_mechanized	505328	505328	1	isabelle/pss_mechanized.thy	11066	false	true	false
pss_mechanized.oper_d0zero_nth_prefix	pss_mechanized	505416	505416	1	isabelle/pss_mechanized.thy	11087	false	true	false
pss_mechanized.oper_d0zero_nth_le_parent	pss_mechanized	505520	505520	1	isabelle/pss_mechanized.thy	11110	false	true	false
pss_mechanized.oper_d0zero_seg_period_reduce	pss_mechanized	505608	505608	1	isabelle/pss_mechanized.thy	11137	false	true	false
pss_mechanized.nextrel0_prefix_imp	pss_mechanized	505732	505732	1	isabelle/pss_mechanized.thy	11192	false	false	false
pss_mechanized.le0_prefix_agree	pss_mechanized	505794	505794	1	isabelle/pss_mechanized.thy	11218	false	false	false
pss_mechanized.nextrel1_prefix_imp	pss_mechanized	505852	505852	1	isabelle/pss_mechanized.thy	11255	false	false	false
pss_mechanized.TrMax_eqI	pss_mechanized	505860	505860	1	isabelle/pss_mechanized.thy	11295	false	false	false
pss_mechanized.TrMax_eq_of_prefix_agree	pss_mechanized	505956	505956	1	isabelle/pss_mechanized.thy	11347	false	false	false
pss_mechanized.TrMax_eq_of_prefix_agree_sym	pss_mechanized	506132	506132	1	isabelle/pss_mechanized.thy	11378	false	false	false
pss_mechanized.TrMax_stop	pss_mechanized	506174	506174	1	isabelle/pss_mechanized.thy	11421	false	true	false
pss_mechanized.TrMax_lt_last_of_row1_zero	pss_mechanized	506226	506226	1	isabelle/pss_mechanized.thy	11460	false	true	false
pss_mechanized.le1_imp_entry1_le	pss_mechanized	506268	506268	1	isabelle/pss_mechanized.thy	11486	false	false	false
pss_mechanized.nextR1_boundary_stop_of_prefix	pss_mechanized	506332	506332	1	isabelle/pss_mechanized.thy	11525	false	true	false
pss_mechanized.nextR1_boundary_stop_d0zero_caseA	pss_mechanized	506608	506608	1	isabelle/pss_mechanized.thy	11568	false	true	false
pss_mechanized.nextR1_boundary_stop_d1pos	pss_mechanized	506704	506704	1	isabelle/pss_mechanized.thy	11771	false	true	false
pss_mechanized.TrMax_seg_oper_d0zero_eq	pss_mechanized	506800	506800	1	isabelle/pss_mechanized.thy	12005	false	true	false
pss_mechanized.TrMax_seg_oper_d0zero_eq_caseA	pss_mechanized	507030	507030	1	isabelle/pss_mechanized.thy	12073	false	true	false
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized	507164	507164	1	isabelle/pss_mechanized.thy	12118	false	true	false
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized	507564	507564	1	isabelle/pss_mechanized.thy	12253	false	true	false
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized	508024	508024	1	isabelle/pss_mechanized.thy	12385	false	true	false
pss_mechanized.TrMax_seg_oper_d1pos_brle_uncapped	pss_mechanized	508922	508922	1	isabelle/pss_mechanized.thy	12522	false	true	false
pss_mechanized.oper_d1pos_nextrel0_within	pss_mechanized	509478	509478	1	isabelle/pss_mechanized.thy	12605	false	true	false
pss_mechanized.oper_d1pos_le0_within	pss_mechanized	509790	509790	1	isabelle/pss_mechanized.thy	12702	false	true	false
pss_mechanized.oper_d1pos_le0_start_to_start	pss_mechanized	510044	510044	1	isabelle/pss_mechanized.thy	12809	false	true	false
pss_mechanized.oper_d1pos_le0_start_to_any	pss_mechanized	510524	510524	1	isabelle/pss_mechanized.thy	12869	false	true	false
pss_mechanized.oper_d1pos_seg_le0_boundary	pss_mechanized	510962	510962	1	isabelle/pss_mechanized.thy	12927	false	true	false
pss_mechanized.oper_d1pos_b3n_boundary	pss_mechanized	511058	511058	1	isabelle/pss_mechanized.thy	13051	false	true	false
pss_mechanized.oper_d1pos_ctx_b3n	pss_mechanized	511198	511198	1	isabelle/pss_mechanized.thy	13155	false	false	false
pss_mechanized.oper_d1pos_ctx_tnc	pss_mechanized	511246	511246	1	isabelle/pss_mechanized.thy	13206	false	false	false
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized	511572	511572	1	isabelle/pss_mechanized.thy	13278	false	true	false
pss_mechanized.oper_d1pos_ctx_tnc_capped	pss_mechanized	511922	511922	1	isabelle/pss_mechanized.thy	13593	false	true	false
pss_mechanized.oper_d0zero_entry0_min	pss_mechanized	512218	512218	1	isabelle/pss_mechanized.thy	13652	false	true	false
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized	512564	512564	1	isabelle/pss_mechanized.thy	13686	false	true	false
pss_mechanized.oper_d0zero_seg_P_hfold	pss_mechanized	512730	512730	1	isabelle/pss_mechanized.thy	13830	false	true	false
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized	513126	513126	1	isabelle/pss_mechanized.thy	13928	false	true	false
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized	513456	513456	1	isabelle/pss_mechanized.thy	14079	false	true	false
pss_mechanized.monoT_seg_of_le0	pss_mechanized	513506	513506	1	isabelle/pss_mechanized.thy	14337	false	true	false
pss_mechanized.oper_d1pos_notbrle_P_split	pss_mechanized	513532	513532	1	isabelle/pss_mechanized.thy	14393	false	true	false
pss_mechanized.oper_d1pos_notbrle_LOW_eq	pss_mechanized	513622	513622	1	isabelle/pss_mechanized.thy	14428	false	true	false
pss_mechanized.oper_d1pos_notbrle_take_map	pss_mechanized	513638	513638	1	isabelle/pss_mechanized.thy	14466	false	true	false
pss_mechanized.oper_d1pos_collapse	pss_mechanized	513760	513760	1	isabelle/pss_mechanized.thy	14510	false	true	false
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized	513900	513910	6	isabelle/pss_mechanized.thy	14553	false	true	false
pss_mechanized.oper_d1pos_branch_collapse_concrete	pss_mechanized	513962	513962	1	isabelle/pss_mechanized.thy	14656	false	true	false
pss_mechanized.oper_d1pos_branch_butl	pss_mechanized	513988	513988	1	isabelle/pss_mechanized.thy	14688	false	true	false
pss_mechanized.oper_d1pos_branch_lowshift_regB	pss_mechanized	514228	514228	1	isabelle/pss_mechanized.thy	14724	false	true	false
pss_mechanized.oper_d1pos_anchor_tail_entry	pss_mechanized	514250	514250	1	isabelle/pss_mechanized.thy	14790	false	true	false
pss_mechanized.oper_d1pos_tail_junction	pss_mechanized	514354	514358	2	isabelle/pss_mechanized.thy	14825	false	true	false
pss_mechanized.Br_seg_reshape	pss_mechanized	514410	514410	1	isabelle/pss_mechanized.thy	14861	false	false	false
pss_mechanized.oper_d1pos_notbrle_Br_align	pss_mechanized	514976	514976	1	isabelle/pss_mechanized.thy	14900	false	true	false
pss_mechanized.oper_d1pos_nth_low_verbatim	pss_mechanized	515126	515126	1	isabelle/pss_mechanized.thy	14977	false	true	false
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized	515384	515384	1	isabelle/pss_mechanized.thy	15041	false	true	false
pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	pss_mechanized	515512	515512	1	isabelle/pss_mechanized.thy	15332	false	true	false
pss_mechanized.oper_d1pos_notbrle_Br_align_regA	pss_mechanized	516208	516208	1	isabelle/pss_mechanized.thy	15399	false	true	false
pss_mechanized.oper_d1pos_seg_low_verbatim	pss_mechanized	516336	516336	1	isabelle/pss_mechanized.thy	15460	false	true	false
pss_mechanized.notmulti_seg_prefix	pss_mechanized	516374	516374	1	isabelle/pss_mechanized.thy	15500	false	true	false
pss_mechanized.P_butlast_take_at_anchor	pss_mechanized	516466	516466	1	isabelle/pss_mechanized.thy	15535	false	true	false
pss_mechanized.oper_d1pos_branch_lowshift_regA	pss_mechanized	516562	516562	1	isabelle/pss_mechanized.thy	15654	false	true	false
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized	516662	516666	3	isabelle/pss_mechanized.thy	15714	false	true	false
pss_mechanized.anchor_lt_of_uniform_witness	pss_mechanized	516764	516764	1	isabelle/pss_mechanized.thy	15865	false	true	false
pss_mechanized.oper_d1pos_cNlt_of_Ajm2	pss_mechanized	516814	516814	1	isabelle/pss_mechanized.thy	15902	false	true	false
pss_mechanized.oper_d1pos_period_row0_floor	pss_mechanized	516856	516856	1	isabelle/pss_mechanized.thy	15971	false	true	false
pss_mechanized.oper_d1pos_strict_period_floor	pss_mechanized	516886	516886	1	isabelle/pss_mechanized.thy	16017	false	true	false
pss_mechanized.oper_d1pos_clt_regA	pss_mechanized	517158	517158	1	isabelle/pss_mechanized.thy	16068	false	true	false
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized	517588	517588	1	isabelle/pss_mechanized.thy	16200	false	true	false
pss_mechanized.oper_d1pos_anchor_coincide_regA2	pss_mechanized	518088	518102	3	isabelle/pss_mechanized.thy	16390	false	true	false
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized	518286	518290	3	isabelle/pss_mechanized.thy	16463	false	true	false
pss_mechanized.anchor_ge_of_leftmin	pss_mechanized	518342	518342	1	isabelle/pss_mechanized.thy	16580	false	true	false
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized	518684	518696	3	isabelle/pss_mechanized.thy	16617	false	true	false
pss_mechanized.oper_d1pos_branch_lowshift_regB_plug	pss_mechanized	519146	519146	1	isabelle/pss_mechanized.thy	16760	false	true	false
pss_mechanized.descending_Br_of_branch_le0	pss_mechanized	519238	519238	1	isabelle/pss_mechanized.thy	16788	false	true	false
pss_mechanized.oper_d1pos_ctx_dpos	pss_mechanized	519370	519370	1	isabelle/pss_mechanized.thy	16864	false	false	false
pss_mechanized.oper_d1pos_ctx_r1le	pss_mechanized	519448	519448	1	isabelle/pss_mechanized.thy	16879	false	false	false
pss_mechanized.oper_d1pos_ctx_j0lt	pss_mechanized	519540	519540	1	isabelle/pss_mechanized.thy	16904	false	false	false
pss_mechanized.oper_d1pos_ctx_multiM	pss_mechanized	519752	519752	1	isabelle/pss_mechanized.thy	16927	false	true	false
pss_mechanized.oper_d1pos_row0_agree	pss_mechanized	520018	520018	1	isabelle/pss_mechanized.thy	17021	false	true	false
pss_mechanized.nextrel0_prefix_row0	pss_mechanized	520128	520128	1	isabelle/pss_mechanized.thy	17090	false	false	false
pss_mechanized.le0_prefix_row0	pss_mechanized	520236	520236	1	isabelle/pss_mechanized.thy	17117	false	false	false
pss_mechanized.oper_d1pos_ctx_le0Np	pss_mechanized	520540	520540	1	isabelle/pss_mechanized.thy	17159	false	true	false
pss_mechanized.oper_d1pos_nth_below	pss_mechanized	520760	520760	1	isabelle/pss_mechanized.thy	17207	false	true	false
pss_mechanized.oper_d1pos_ctx_stop_of_tnc	pss_mechanized	520942	520942	1	isabelle/pss_mechanized.thy	17277	false	true	false
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized	521186	521192	3	isabelle/pss_mechanized.thy	17364	false	true	false
pss_mechanized.idxsum_lastcut_lmin_at	pss_mechanized	521246	521246	1	isabelle/pss_mechanized.thy	17563	false	true	false
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized	521422	521422	1	isabelle/pss_mechanized.thy	17601	false	true	false
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized	522036	522036	1	isabelle/pss_mechanized.thy	17737	false	true	false
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	pss_mechanized	523244	523244	1	isabelle/pss_mechanized.thy	18008	false	true	false
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized	524326	524326	1	isabelle/pss_mechanized.thy	18323	false	true	false
pss_mechanized.seg_IncrFirst0	pss_mechanized	524446	524446	1	isabelle/pss_mechanized.thy	18619	false	false	false
pss_mechanized.seg_funpow_IncrFirst0	pss_mechanized	524484	524484	1	isabelle/pss_mechanized.thy	18644	false	false	false
pss_mechanized.oper_d1pos_anchor_coincide_period_interior	pss_mechanized	524622	524632	3	isabelle/pss_mechanized.thy	18671	false	true	false
pss_mechanized.oper_d1pos_anchor_coincide_period_boundary	pss_mechanized	524740	524746	3	isabelle/pss_mechanized.thy	18732	false	true	false
pss_mechanized.oper_d1pos_notbrle_period_fullShift	pss_mechanized	525070	525070	1	isabelle/pss_mechanized.thy	18791	false	true	false
pss_mechanized.oper_d1pos_notbrle_period_boundary_geom	pss_mechanized	525948	525948	1	isabelle/pss_mechanized.thy	18956	false	true	false
pss_mechanized.oper_d1pos_period_row0_unif	pss_mechanized	526188	526188	1	isabelle/pss_mechanized.thy	19267	false	true	false
pss_mechanized.nextrel0_prefix_row0_shift	pss_mechanized	526266	526266	1	isabelle/pss_mechanized.thy	19378	false	false	false
pss_mechanized.le0_prefix_row0_shift	pss_mechanized	526282	526282	1	isabelle/pss_mechanized.thy	19402	false	false	false
pss_mechanized.oper_d1pos_ctx_period_le0Np	pss_mechanized	526316	526316	1	isabelle/pss_mechanized.thy	19442	false	true	false
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized	526704	526704	1	isabelle/pss_mechanized.thy	19581	false	true	false
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized	526890	526890	1	isabelle/pss_mechanized.thy	19891	false	true	false
pss_mechanized.oper_d1pos_ctx_period_tncstrict_uncapped	pss_mechanized	527116	527116	1	isabelle/pss_mechanized.thy	20019	false	true	false
pss_mechanized.nextrel0_prefix_row0_shift_rev	pss_mechanized	527138	527138	1	isabelle/pss_mechanized.thy	20093	false	false	false
pss_mechanized.le0_prefix_row0_shift_rev	pss_mechanized	527154	527154	1	isabelle/pss_mechanized.thy	20117	false	false	false
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized	527348	527348	1	isabelle/pss_mechanized.thy	20172	false	true	false
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized	527752	527752	1	isabelle/pss_mechanized.thy	20322	false	true	false
pss_mechanized.oper_d1pos_ctx_period_multiNp	pss_mechanized	527908	527908	1	isabelle/pss_mechanized.thy	20469	false	true	false
pss_mechanized.oper_d1pos_period_boundary_undercut	pss_mechanized	528058	528058	1	isabelle/pss_mechanized.thy	20488	false	false	false
pss_mechanized.oper_d1pos_period_boundary_mLmin	pss_mechanized	528262	528262	1	isabelle/pss_mechanized.thy	20513	false	true	false
pss_mechanized.oper_d1pos_period_boundary_cle	pss_mechanized	528514	528514	1	isabelle/pss_mechanized.thy	20557	false	true	false
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized	529576	529576	1	isabelle/pss_mechanized.thy	20584	false	true	false
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized	530034	530034	1	isabelle/pss_mechanized.thy	20904	false	true	false
pss_mechanized.oper_d1pos_period_boundary_cleMB	pss_mechanized	530332	530332	1	isabelle/pss_mechanized.thy	21135	false	true	false
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized	530620	530620	1	isabelle/pss_mechanized.thy	21497	false	true	false
pss_mechanized.m_6_8_slice_Br_descending_monoT	pss_mechanized	530980	530980	1	isabelle/pss_mechanized.thy	21961	false	true	false
pss_mechanized.m_6_8_standard_slice_Br_descending	pss_mechanized	531020	531020	1	isabelle/pss_mechanized.thy	24002	false	true	false
pss_mechanized.m_7_1_term_components	pss_mechanized	531050	531050	1	isabelle/pss_mechanized.thy	24124	false	true	false
pss_mechanized.filter_concat_bal	pss_mechanized	531100	531100	1	isabelle/pss_mechanized.thy	24142	false	false	false
pss_mechanized.flatBT_paren_balance	pss_mechanized	531134	531134	1	isabelle/pss_mechanized.thy	24148	false	true	false
pss_mechanized.m_7_1_paren_balance	pss_mechanized	531146	531146	1	isabelle/pss_mechanized.thy	24198	false	true	false
pss_mechanized.lessBT_list_irrefl	pss_mechanized	531192	531192	1	isabelle/pss_mechanized.thy	24221	false	true	false
pss_mechanized.lessBT_lessBP_irrefl	pss_mechanized	531200	531200	1	isabelle/pss_mechanized.thy	24232	false	true	false
pss_mechanized.lessBT_irrefl	pss_mechanized	531210	531210	1	isabelle/pss_mechanized.thy	24248	false	true	false
pss_mechanized.lessBP_irrefl	pss_mechanized	531216	531216	1	isabelle/pss_mechanized.thy	24251	false	true	false
pss_mechanized.lessBT_trans	pss_mechanized	531278	531278	1	isabelle/pss_mechanized.thy	24260	false	true	false
pss_mechanized.lessBT_list_total	pss_mechanized	531330	531330	1	isabelle/pss_mechanized.thy	24365	false	true	false
pss_mechanized.lessBT_lessBP_total	pss_mechanized	531380	531380	1	isabelle/pss_mechanized.thy	24394	false	true	false
pss_mechanized.lessBT_total	pss_mechanized	531398	531398	1	isabelle/pss_mechanized.thy	24424	false	true	false
pss_mechanized.m_7_1_lessBT_linord	pss_mechanized	531422	531426	3	isabelle/pss_mechanized.thy	24429	false	true	false
pss_mechanized.otb_Dpt_0	pss_mechanized	531460	531460	1	isabelle/pss_mechanized.thy	24442	false	true	false
pss_mechanized.otb_tower_Suc	pss_mechanized	531500	531500	1	isabelle/pss_mechanized.thy	24446	false	false	false
pss_mechanized.otb_tower_dfree	pss_mechanized	531516	531516	1	isabelle/pss_mechanized.thy	24451	false	true	false
pss_mechanized.otb_tower_lessBT	pss_mechanized	531582	531582	1	isabelle/pss_mechanized.thy	24456	false	true	false
pss_mechanized.otb_tower_G_and_OT	pss_mechanized	531606	531606	1	isabelle/pss_mechanized.thy	24481	false	true	false
pss_mechanized.otb_descP_replicate	pss_mechanized	531624	531624	1	isabelle/pss_mechanized.thy	24516	false	true	false
pss_mechanized.otb_mult_eq_replicate	pss_mechanized	531672	531672	1	isabelle/pss_mechanized.thy	24532	false	true	false
pss_mechanized.m_6_6_rebase_row0_ge_row1	pss_mechanized	531922	531922	1	isabelle/pss_mechanized.thy	24603	false	true	false
pss_mechanized.le0_diagSeq_junction_into_block	pss_mechanized	532016	532016	1	isabelle/pss_mechanized.thy	24658	false	true	false
pss_mechanized.nth_concat_block	pss_mechanized	532064	532064	1	isabelle/pss_mechanized.thy	24701	false	true	false
pss_mechanized.Red_leftend_ge_row1	pss_mechanized	532158	532158	1	isabelle/pss_mechanized.thy	24736	false	true	false
pss_mechanized.joints_coreReduce_ge_m10	pss_mechanized	532346	532346	1	isabelle/pss_mechanized.thy	24956	false	true	false
pss_mechanized.npJ_le_Joints_Suc	pss_mechanized	532410	532410	1	isabelle/pss_mechanized.thy	25040	false	true	false
pss_mechanized.redB_tail_row0_above_anchor	pss_mechanized	532520	532520	1	isabelle/pss_mechanized.thy	25114	false	true	false
pss_mechanized.coreReduce_m10_le_TrMax	pss_mechanized	532576	532576	1	isabelle/pss_mechanized.thy	25335	false	false	false
pss_mechanized.redB_prefix_diag	pss_mechanized	532682	532682	1	isabelle/pss_mechanized.thy	25366	false	true	false
pss_mechanized.redB_row0_strict_above_anchor	pss_mechanized	532846	532846	1	isabelle/pss_mechanized.thy	25460	false	true	false
pss_mechanized.redB_row0_strict_suffix_min	pss_mechanized	532920	532920	1	isabelle/pss_mechanized.thy	25533	false	true	false
pss_mechanized.redB_row1_anchor	pss_mechanized	533002	533002	1	isabelle/pss_mechanized.thy	25550	false	true	false
pss_mechanized.redB_le0_anchor_jN	pss_mechanized	533138	533138	1	isabelle/pss_mechanized.thy	25560	false	true	false
pss_mechanized.m_6_5_monoT_Red_m10pos	pss_mechanized	533262	533262	1	isabelle/pss_mechanized.thy	25615	false	true	false
pss_mechanized.bumpv_strict_mono	pss_mechanized	533386	533386	1	isabelle/pss_mechanized.thy	25708	false	false	false
pss_mechanized.bumpv_le	pss_mechanized	533420	533420	1	isabelle/pss_mechanized.thy	25711	false	false	false
pss_mechanized.tail_bump.row0_lt	pss_mechanized	533566	533566	1	isabelle/pss_mechanized.thy	25725	false	false	false
pss_mechanized.tail_bump.row0_ge	pss_mechanized	533636	533636	1	isabelle/pss_mechanized.thy	25728	false	false	false
pss_mechanized.diag_tail_bump	pss_mechanized	533952	533952	1	isabelle/pss_mechanized.thy	25846	false	false	false
pss_mechanized.coreReduce_m10pos_form	pss_mechanized	534024	534024	1	isabelle/pss_mechanized.thy	25918	false	false	false
pss_mechanized.coreReduce_IncrFirst_m10pos_form	pss_mechanized	534110	534110	1	isabelle/pss_mechanized.thy	25923	false	false	false
pss_mechanized.tail_bump_coreReduce	pss_mechanized	534170	534170	1	isabelle/pss_mechanized.thy	25941	false	true	false
pss_mechanized.njA_TrMax_eq	pss_mechanized	534232	534232	1	isabelle/pss_mechanized.thy	25972	false	true	false
pss_mechanized.njA_TrMax_ge_m10	pss_mechanized	534304	534304	1	isabelle/pss_mechanized.thy	25981	false	false	false
pss_mechanized.njA_seg_IncrFirst	pss_mechanized	534376	534376	1	isabelle/pss_mechanized.thy	26003	false	false	false
pss_mechanized.njA_Br_eq	pss_mechanized	534448	534448	1	isabelle/pss_mechanized.thy	26057	false	true	false
pss_mechanized.njA_length_Br_eq	pss_mechanized	534500	534500	1	isabelle/pss_mechanized.thy	26096	false	true	false
pss_mechanized.length_o_IncrFirst	pss_mechanized	534528	534528	1	isabelle/pss_mechanized.thy	26104	false	false	false
pss_mechanized.IdxSum_map_IncrFirst	pss_mechanized	534556	534556	1	isabelle/pss_mechanized.thy	26107	false	true	false
pss_mechanized.njA_FirstNodes_eq	pss_mechanized	534602	534602	1	isabelle/pss_mechanized.thy	26112	false	true	false
pss_mechanized.njA_Joints_eq	pss_mechanized	534648	534648	1	isabelle/pss_mechanized.thy	26127	false	true	false
pss_mechanized.njA_npJ_eq	pss_mechanized	534694	534694	1	isabelle/pss_mechanized.thy	26145	false	true	false
pss_mechanized.njA_eJ_eq	pss_mechanized	534752	534752	1	isabelle/pss_mechanized.thy	26180	false	true	false
pss_mechanized.m_6_6_Red_leftend_2	pss_mechanized	535024	535024	1	isabelle/pss_mechanized.thy	26208	false	true	false
pss_mechanized.pred_P_decomp	pss_mechanized	535190	535190	1	isabelle/pss_mechanized.thy	26539	false	true	false
pss_mechanized.butlast_diagSeq	pss_mechanized	535254	535254	1	isabelle/pss_mechanized.thy	26699	false	false	false
pss_mechanized.diagSeq_in_T_PS	pss_mechanized	535286	535286	1	isabelle/pss_mechanized.thy	26716	false	false	false
pss_mechanized.Red_core_diagSeq	pss_mechanized	535316	535316	1	isabelle/pss_mechanized.thy	26727	false	true	false
pss_mechanized.Red_Pred_core_diagSeq	pss_mechanized	535340	535340	1	isabelle/pss_mechanized.thy	26767	false	true	false
pss_mechanized.TrMax_Pred	pss_mechanized	535372	535372	1	isabelle/pss_mechanized.thy	26800	false	true	false
pss_mechanized.IncrFirst_butlast	pss_mechanized	535384	535384	1	isabelle/pss_mechanized.thy	26856	false	false	false
pss_mechanized.funpow_IncrFirst_butlast	pss_mechanized	535406	535406	1	isabelle/pss_mechanized.thy	26859	false	false	false
pss_mechanized.entry_Pred_0	pss_mechanized	535436	535436	1	isabelle/pss_mechanized.thy	26867	false	false	false
pss_mechanized.m_6_5_T4_coreArg_Pred	pss_mechanized	535486	535486	1	isabelle/pss_mechanized.thy	26885	false	true	false
pss_mechanized.m_6_6_P_Pred_decomp	pss_mechanized	535514	535514	1	isabelle/pss_mechanized.thy	26928	false	true	false
pss_mechanized.m_6_6_Br_Pred	pss_mechanized	535530	535530	1	isabelle/pss_mechanized.thy	27017	false	true	false
pss_mechanized.nextrel0_leftmin_no_cross	pss_mechanized	535542	535542	1	isabelle/pss_mechanized.thy	27111	false	false	false
pss_mechanized.le0_leftmin_ancestor_ge	pss_mechanized	535586	535586	1	isabelle/pss_mechanized.thy	27144	false	false	false
pss_mechanized.m_6_4_parent_in_block	pss_mechanized	535688	535688	1	isabelle/pss_mechanized.thy	27179	false	true	false
pss_mechanized.concat_eq_of_map_length_eq	pss_mechanized	535738	535738	1	isabelle/pss_mechanized.thy	27216	false	false	false
pss_mechanized.m_6_6_Red_P_stable	pss_mechanized	535768	535768	1	isabelle/pss_mechanized.thy	27250	false	true	false
pss_mechanized.m_6_6_RedCondA_core_diag	pss_mechanized	535808	535808	1	isabelle/pss_mechanized.thy	27307	false	true	false
pss_mechanized.rcpb_block_eq	pss_mechanized	535826	535826	1	isabelle/pss_mechanized.thy	27515	false	true	false
pss_mechanized.rcpb_nextR_seg	pss_mechanized	535888	535888	1	isabelle/pss_mechanized.thy	27555	false	false	false
pss_mechanized.rcpb_parent_iff	pss_mechanized	536032	536032	1	isabelle/pss_mechanized.thy	27575	false	true	false
pss_mechanized.rcpb_hasParent_iff	pss_mechanized	536108	536110	2	isabelle/pss_mechanized.thy	27616	false	true	false
pss_mechanized.m_6_6_RedCond_P_block	pss_mechanized	536136	536136	1	isabelle/pss_mechanized.thy	27723	false	true	false
pss_mechanized.clift_block_bounds	pss_mechanized	536182	536182	1	isabelle/pss_mechanized.thy	27822	false	true	false
pss_mechanized.clift_nextR_lift	pss_mechanized	536238	536238	1	isabelle/pss_mechanized.thy	27862	false	true	false
pss_mechanized.clift_local_imp_global_parent	pss_mechanized	536270	536270	1	isabelle/pss_mechanized.thy	27897	false	true	false
pss_mechanized.clift_global_imp_local_parent	pss_mechanized	536342	536342	1	isabelle/pss_mechanized.thy	27911	false	true	false
pss_mechanized.m_6_6_RedCond_concat_lift	pss_mechanized	536520	536520	1	isabelle/pss_mechanized.thy	27942	false	true	false
pss_mechanized.m_6_6_P_reduced	pss_mechanized	536598	536598	1	isabelle/pss_mechanized.thy	28120	false	true	false
pss_mechanized.idem_anchored_not_multi	pss_mechanized	536644	536644	1	isabelle/pss_mechanized.thy	28185	false	true	false
pss_mechanized.eng_Red_IncrFirst_zeroT	pss_mechanized	536660	536660	1	isabelle/pss_mechanized.thy	28224	false	true	false
