fact	theory	serial	serial_max	component_count	source_file	source_line	concealed	has_skip_proof	depends_on_article_sorry
pss_wip.isOT_BT_Dpt_Zero	pss_wip	1526140	1526140	1	isabelle/layerB/pss_wip.thy	14707	false	true	false
pss_wip.isOT_BP_Dpt_Dpt_Zero	pss_wip	1526164	1526164	1	isabelle/layerB/pss_wip.thy	14713	false	true	false
pss_wip.dfree_BT_Dpt_enat_Zero	pss_wip	1526188	1526188	1	isabelle/layerB/pss_wip.thy	14727	false	true	false
pss_wip.dfree_BT_Dpt_enat_Dpt_enat_Zero	pss_wip	1526212	1526212	1	isabelle/layerB/pss_wip.thy	14730	false	true	false
pss_wip.m_8_7_OT_ex1	pss_wip	1526242	1526242	1	isabelle/layerB/pss_wip.thy	14736	false	true	false
pss_wip.m_8_7_OT_ex2	pss_wip	1526262	1526262	1	isabelle/layerB/pss_wip.thy	14741	false	true	false
pss_wip.concat_replicate_comm	pss_wip	1526288	1526288	1	isabelle/layerB/pss_wip.thy	14746	false	false	false
pss_wip.untrm_multBT	pss_wip	1526324	1526324	1	isabelle/layerB/pss_wip.thy	14750	false	true	false
pss_wip.descP_replicate_general	pss_wip	1526394	1526394	1	isabelle/layerB/pss_wip.thy	14757	false	true	false
pss_wip.m_8_7_OT_ex3	pss_wip	1526478	1526478	1	isabelle/layerB/pss_wip.thy	14778	false	true	false
pss_wip.lessBT_funpow_step	pss_wip	1526658	1526658	1	isabelle/layerB/pss_wip.thy	14801	false	true	false
pss_wip.isOT_BT_Dpt_funpow	pss_wip	1526706	1526706	1	isabelle/layerB/pss_wip.thy	14815	false	true	false
pss_wip.m_8_7_OT_ex4	pss_wip	1526722	1526722	1	isabelle/layerB/pss_wip.thy	14872	false	true	false
pss_wip.m_8_7_OT_examples	pss_wip	1526742	1526748	4	isabelle/layerB/pss_wip.thy	14882	false	true	false
pss_wip.m_8_2_subexpr_leftend_unique	pss_wip	1526790	1526790	1	isabelle/layerB/pss_wip.thy	14900	false	true	false
pss_wip.Br_funpow_IncrFirst	pss_wip	1526858	1526858	1	isabelle/layerB/pss_wip.thy	14933	false	true	false
pss_wip.descending_funpow_IncrFirst_rev	pss_wip	1526946	1526946	1	isabelle/layerB/pss_wip.thy	14968	false	true	false
pss_wip.m_8_2_standard_slice_Red_strongmono	pss_wip	1527016	1527016	1	isabelle/layerB/pss_wip.thy	15020	false	true	false
pss_wip.m_8_6_const2nd_Trans_paper	pss_wip	1527030	1527030	1	isabelle/layerB/pss_wip.thy	15088	false	true	false
pss_wip.Dtower_Suc	pss_wip	1527076	1527076	1	isabelle/layerB/pss_wip.thy	15113	false	false	false
pss_wip.runseq_Suc_snoc	pss_wip	1527082	1527082	1	isabelle/layerB/pss_wip.thy	15118	false	true	false
pss_wip.runseq_1_eq_diagSeq	pss_wip	1527114	1527114	1	isabelle/layerB/pss_wip.thy	15125	false	false	false
pss_wip.Lng_runseq	pss_wip	1527148	1527148	1	isabelle/layerB/pss_wip.thy	15143	false	false	false
pss_wip.runseq_nth_lo	pss_wip	1527174	1527174	1	isabelle/layerB/pss_wip.thy	15156	false	false	false
pss_wip.runseq_nth_hi	pss_wip	1527188	1527188	1	isabelle/layerB/pss_wip.thy	15166	false	false	false
pss_wip.entry_runseq_lo	pss_wip	1527222	1527222	1	isabelle/layerB/pss_wip.thy	15180	false	false	false
pss_wip.entry_runseq_hi0	pss_wip	1527262	1527262	1	isabelle/layerB/pss_wip.thy	15185	false	false	false
pss_wip.entry_runseq_hi1	pss_wip	1527308	1527308	1	isabelle/layerB/pss_wip.thy	15190	false	false	false
pss_wip.entry0_runseq	pss_wip	1527328	1527328	1	isabelle/layerB/pss_wip.thy	15198	false	false	false
pss_wip.nextrel0_runseq_step	pss_wip	1527350	1527350	1	isabelle/layerB/pss_wip.thy	15216	false	true	false
pss_wip.nextrel0_runseq_iff	pss_wip	1527376	1527376	1	isabelle/layerB/pss_wip.thy	15232	false	true	false
pss_wip.rtrancl0_runseq	pss_wip	1527416	1527416	1	isabelle/layerB/pss_wip.thy	15262	false	true	false
pss_wip.monoT_runseq	pss_wip	1527486	1527486	1	isabelle/layerB/pss_wip.thy	15276	false	true	false
pss_wip.idx1_diagSeq_last	pss_wip	1527520	1527520	1	isabelle/layerB/pss_wip.thy	15297	false	false	false
pss_wip.hasParent1_diagSeq_last	pss_wip	1527624	1527624	1	isabelle/layerB/pss_wip.thy	15307	false	false	false
pss_wip.oper_diagSeq_eq_runseq	pss_wip	1527682	1527682	1	isabelle/layerB/pss_wip.thy	15338	false	false	false
pss_wip.runseq_RT_PS	pss_wip	1527688	1527688	1	isabelle/layerB/pss_wip.thy	15422	false	true	false
pss_wip.flat_Dtower	pss_wip	1527696	1527696	1	isabelle/layerB/pss_wip.thy	15437	false	true	false
pss_wip.Dtower_dfree	pss_wip	1527716	1527716	1	isabelle/layerB/pss_wip.thy	15449	false	true	false
pss_wip.scb_decomp_Du_Dtower	pss_wip	1527806	1527806	1	isabelle/layerB/pss_wip.thy	15455	false	true	false
pss_wip.scb_SOME_Du_Dtower	pss_wip	1527864	1527864	1	isabelle/layerB/pss_wip.thy	15480	false	true	false
pss_wip.Marked_runseq_last	pss_wip	1527870	1527870	1	isabelle/layerB/pss_wip.thy	15502	false	true	false
pss_wip.Mark_runseq_last	pss_wip	1527876	1527876	1	isabelle/layerB/pss_wip.thy	15520	false	true	false
pss_wip.Trans_runseq	pss_wip	1527884	1527884	1	isabelle/layerB/pss_wip.thy	15549	false	true	false
pss_wip.m_8_6_diagSeq_Trans_oper	pss_wip	1527890	1527890	1	isabelle/layerB/pss_wip.thy	15724	false	true	false
pss_wip.m_8_6_diagSeq_Trans_oper_paper	pss_wip	1527900	1527900	1	isabelle/layerB/pss_wip.thy	15741	false	true	false
pss_wip.Lng_cnst	pss_wip	1527906	1527906	1	isabelle/layerB/pss_wip.thy	15765	false	false	false
pss_wip.nth_cnst	pss_wip	1527914	1527914	1	isabelle/layerB/pss_wip.thy	15768	false	false	false
pss_wip.entry_cnst	pss_wip	1527920	1527920	1	isabelle/layerB/pss_wip.thy	15773	false	false	false
pss_wip.cnst_T_PS	pss_wip	1527944	1527944	1	isabelle/layerB/pss_wip.thy	15778	false	false	false
pss_wip.not_nextrel0_cnst	pss_wip	1527978	1527978	1	isabelle/layerB/pss_wip.thy	15784	false	false	false
pss_wip.not_nextrel1_cnst	pss_wip	1528002	1528002	1	isabelle/layerB/pss_wip.thy	15795	false	false	false
pss_wip.not_nextR_cnst	pss_wip	1528040	1528040	1	isabelle/layerB/pss_wip.thy	15806	false	false	false
pss_wip.not_hasParent_cnst	pss_wip	1528070	1528070	1	isabelle/layerB/pss_wip.thy	15810	false	false	false
pss_wip.RedCondA_cnst	pss_wip	1528092	1528092	1	isabelle/layerB/pss_wip.thy	15813	false	false	false
pss_wip.RedCondB_cnst	pss_wip	1528122	1528122	1	isabelle/layerB/pss_wip.thy	15816	false	false	false
pss_wip.cnst_RT_PS	pss_wip	1528138	1528138	1	isabelle/layerB/pss_wip.thy	15825	false	true	false
pss_wip.zeroT_cnst_iff	pss_wip	1528186	1528186	1	isabelle/layerB/pss_wip.thy	15831	false	false	false
pss_wip.not_monoT_cnst_pos	pss_wip	1528214	1528214	1	isabelle/layerB/pss_wip.thy	15834	false	false	false
pss_wip.multiT_cnst_pos	pss_wip	1528220	1528220	1	isabelle/layerB/pss_wip.thy	15847	false	false	false
pss_wip.le0_cnst_iff	pss_wip	1528254	1528254	1	isabelle/layerB/pss_wip.thy	15858	false	false	false
pss_wip.Pcut_cnst	pss_wip	1528276	1528276	1	isabelle/layerB/pss_wip.thy	15871	false	false	false
pss_wip.take_cnst	pss_wip	1528292	1528292	1	isabelle/layerB/pss_wip.thy	15886	false	true	false
pss_wip.drop_cnst	pss_wip	1528312	1528312	1	isabelle/layerB/pss_wip.thy	15895	false	false	false
pss_wip.P_cnst	pss_wip	1528332	1528332	1	isabelle/layerB/pss_wip.thy	15903	false	true	false
pss_wip.seg_cnst	pss_wip	1528350	1528350	1	isabelle/layerB/pss_wip.thy	15928	false	false	false
pss_wip.m_8_7_cnst_Trans	pss_wip	1528360	1528360	1	isabelle/layerB/pss_wip.thy	15947	false	true	false
pss_wip.m_8_7_const00_Trans	pss_wip	1528366	1528366	1	isabelle/layerB/pss_wip.thy	16005	false	true	false
pss_wip.PB0_addBT_left	pss_wip	1528372	1528372	1	isabelle/layerB/pss_wip.thy	16035	false	true	false
pss_wip.PB0_principal	pss_wip	1528378	1528378	1	isabelle/layerB/pss_wip.thy	16048	false	true	false
pss_wip.m_7_3_Trans_leftmost_pc	pss_wip	1528404	1528404	1	isabelle/layerB/pss_wip.thy	16067	false	true	false
pss_wip.bpHeadT_transC2_nonzero	pss_wip	1528436	1528436	1	isabelle/layerB/pss_wip.thy	16203	false	true	false
pss_wip.trans_monoT_inner_nonzero	pss_wip	1528490	1528490	1	isabelle/layerB/pss_wip.thy	16262	false	true	false
pss_wip.trans_leftmost_pc_two_chars	pss_wip	1528546	1528546	1	isabelle/layerB/pss_wip.thy	16399	false	true	false
pss_wip.reduced_P0_zero_e11	pss_wip	1528630	1528630	1	isabelle/layerB/pss_wip.thy	16511	false	true	false
pss_wip.m_7_3_Trans_leftmost	pss_wip	1528748	1528754	3	isabelle/layerB/pss_wip.thy	16569	false	true	false
pss_wip.Lng_PB_addBT	pss_wip	1528810	1528810	1	isabelle/layerB/pss_wip.thy	16650	false	true	false
pss_wip.Lng_PB_eq0_iff	pss_wip	1528852	1528852	1	isabelle/layerB/pss_wip.thy	16659	false	true	false
pss_wip.m_7_3_Trans_monoT	pss_wip	1528936	1528936	1	isabelle/layerB/pss_wip.thy	16684	false	true	false
pss_wip.domB_dom_all	pss_wip	1528994	1528994	1	isabelle/layerB/pss_wip.thy	16855	false	true	false
pss_wip.domB_unfold	pss_wip	1529186	1529186	1	isabelle/layerB/pss_wip.thy	16885	false	true	false
pss_wip.m_8_3_kind0_branch_rule	pss_wip	1529466	1529466	1	isabelle/layerB/pss_wip.thy	16920	false	true	false
pss_wip.oper_d0zero_prefix_to_lastblock	pss_wip	1529724	1529724	1	isabelle/layerB/pss_wip.thy	17096	false	true	false
pss_wip.oper_d0zero_lastblock_to_end	pss_wip	1529964	1529964	1	isabelle/layerB/pss_wip.thy	17188	false	true	false
pss_wip.m_8_3_kind0_base_basepoint	pss_wip	1530096	1530098	2	isabelle/layerB/pss_wip.thy	17284	false	true	false
pss_wip.m_7_2_add_scb_conj3	pss_wip	1530168	1530168	1	isabelle/layerB/pss_wip.thy	17547	false	true	false
pss_wip.Lng_operI	pss_wip	1530218	1530218	1	isabelle/layerB/pss_wip.thy	17595	false	true	false
pss_wip.operI_Suc_append	pss_wip	1530300	1530300	1	isabelle/layerB/pss_wip.thy	17621	false	true	false
pss_wip.numBT_inj	pss_wip	1530324	1530324	1	isabelle/layerB/pss_wip.thy	17652	false	true	false
pss_wip.numBT_Suc0_ne_zero	pss_wip	1530416	1530416	1	isabelle/layerB/pss_wip.thy	17655	false	true	false
pss_wip.NatSet_neq_zero	pss_wip	1530466	1530466	1	isabelle/layerB/pss_wip.thy	17658	false	true	false
pss_wip.NatSet_neq_TBv	pss_wip	1530508	1530508	1	isabelle/layerB/pss_wip.thy	17667	false	true	false
pss_wip.domB_principal_NatSet	pss_wip	1530542	1530542	1	isabelle/layerB/pss_wip.thy	17689	false	true	false
pss_wip.domB_last_component	pss_wip	1530560	1530560	1	isabelle/layerB/pss_wip.thy	17708	false	true	false
pss_wip.domB_hereditary_aux	pss_wip	1530582	1530582	1	isabelle/layerB/pss_wip.thy	17734	false	true	false
pss_wip.m_8_7_OT_dom_hereditary	pss_wip	1530604	1530604	1	isabelle/layerB/pss_wip.thy	17802	false	true	false
pss_wip.isOT_BT_last	pss_wip	1530618	1530618	1	isabelle/layerB/pss_wip.thy	17852	false	true	false
pss_wip.OT_hereditary_aux	pss_wip	1530650	1530650	1	isabelle/layerB/pss_wip.thy	17860	false	true	false
pss_wip.m_8_7_OT_scb_recursive	pss_wip	1530672	1530672	1	isabelle/layerB/pss_wip.thy	17915	false	true	false
pss_wip.nextrel1_adjacent	pss_wip	1530706	1530706	1	isabelle/layerB/pss_wip.thy	17972	false	false	false
pss_wip.oper_d0zero_nadm_blockstart	pss_wip	1530722	1530722	1	isabelle/layerB/pss_wip.thy	18004	false	true	false
pss_wip.parent_block_le0_pred	pss_wip	1530732	1530732	1	isabelle/layerB/pss_wip.thy	18088	false	true	false
pss_wip.Adm_eq_of_adm_below	pss_wip	1530786	1530786	1	isabelle/layerB/pss_wip.thy	18109	false	false	false
pss_wip.adm_prefix_agree_eq	pss_wip	1530852	1530852	1	isabelle/layerB/pss_wip.thy	18128	false	false	false
pss_wip.m_8_1_c1_around_part5	pss_wip	1531088	1531088	1	isabelle/layerB/pss_wip.thy	18176	false	true	false
pss_wip.Mark_marked_isPTB	pss_wip	1531188	1531188	1	isabelle/layerB/pss_wip.thy	18410	false	true	false
pss_wip.Trans_front_peel	pss_wip	1531250	1531250	1	isabelle/layerB/pss_wip.thy	18435	false	true	false
pss_wip.Mark_rightmost_adjacent_peel	pss_wip	1531320	1531320	1	isabelle/layerB/pss_wip.thy	18558	false	true	false
pss_wip.Mark_adjacent_form_aux	pss_wip	1531394	1531394	1	isabelle/layerB/pss_wip.thy	18616	false	true	false
pss_wip.Mark_adjacent_form	pss_wip	1531496	1531496	1	isabelle/layerB/pss_wip.thy	18719	false	true	false
pss_wip.Dpt_addBT_right_cancel	pss_wip	1531598	1531598	1	isabelle/layerB/pss_wip.thy	18733	false	true	false
pss_wip.ex1_Dpt_addBT	pss_wip	1531632	1531632	1	isabelle/layerB/pss_wip.thy	18750	false	true	false
pss_wip.ex1_Dpt_addBT_two	pss_wip	1531700	1531700	1	isabelle/layerB/pss_wip.thy	18769	false	true	false
pss_wip.Mark_monoT_via_Pred	pss_wip	1531766	1531766	1	isabelle/layerB/pss_wip.thy	18807	false	true	false
pss_wip.Mark_nadm_const	pss_wip	1531920	1531920	1	isabelle/layerB/pss_wip.thy	18901	false	true	false
pss_wip.m_8_2_subexpr_component_Pred_setup	pss_wip	1532064	1532086	10	isabelle/layerB/pss_wip.thy	19256	false	true	false
pss_wip.Mark_nadm_telescope	pss_wip	1532206	1532206	1	isabelle/layerB/pss_wip.thy	19313	false	true	false
pss_wip.Trans_eq_transC2_Adm0	pss_wip	1532292	1532292	1	isabelle/layerB/pss_wip.thy	19356	false	true	false
pss_wip.m_8_2_subexpr_component_Pred_Adm0_clause1	pss_wip	1532404	1532404	1	isabelle/layerB/pss_wip.thy	19436	false	true	false
pss_wip.Adm_eq_0_of_nadm_below	pss_wip	1532480	1532480	1	isabelle/layerB/pss_wip.thy	19508	false	true	false
pss_wip.Trans_gap_2tower	pss_wip	1532504	1532504	1	isabelle/layerB/pss_wip.thy	19569	false	true	false
pss_wip.Mark_gap_rightmost_peel	pss_wip	1532552	1532552	1	isabelle/layerB/pss_wip.thy	19789	false	true	false
pss_wip.Mark_gap_peel	pss_wip	1532610	1532610	1	isabelle/layerB/pss_wip.thy	19922	false	true	false
pss_wip.m_8_1_c1_around_part3_1	pss_wip	1532644	1532644	1	isabelle/layerB/pss_wip.thy	20058	false	true	false
pss_wip.m_8_2_subexpr_component_Pred_Adm0_clause2_core	pss_wip	1532720	1532720	1	isabelle/layerB/pss_wip.thy	20167	false	true	false
pss_wip.m_8_2_subexpr_component_Pred_Adm0_clause4_core	pss_wip	1532946	1532946	1	isabelle/layerB/pss_wip.thy	20290	false	true	false
pss_wip.m_8_2_lastbranch_eq_j1	pss_wip	1533016	1533016	1	isabelle/layerB/pss_wip.thy	20470	false	true	false
pss_wip.m_8_2_subexpr_component_Pred_Adm0_clause1_keystone	pss_wip	1533270	1533270	1	isabelle/layerB/pss_wip.thy	20532	false	true	false
pss_wip.adm_TrMax_succ	pss_wip	1533290	1533290	1	isabelle/layerB/pss_wip.thy	20575	false	true	false
pss_wip.m_8_2_parent_le_TrMax_Adm0	pss_wip	1533306	1533306	1	isabelle/layerB/pss_wip.thy	20615	false	true	false
pss_wip.m_8_2_j1eq_Adm0	pss_wip	1533320	1533320	1	isabelle/layerB/pss_wip.thy	20639	false	true	false
pss_wip.m_8_2_j0eq_Adm0	pss_wip	1533344	1533344	1	isabelle/layerB/pss_wip.thy	20657	false	true	false
pss_wip.nextR1_TrMax_fail	pss_wip	1533362	1533362	1	isabelle/layerB/pss_wip.thy	20680	false	false	false
pss_wip.adm_TrMax	pss_wip	1533372	1533372	1	isabelle/layerB/pss_wip.thy	20705	false	true	false
pss_wip.m_8_2_gA_Adm0	pss_wip	1533442	1533442	1	isabelle/layerB/pss_wip.thy	20727	false	true	false
pss_wip.m_8_2_notVI_Adm0	pss_wip	1533486	1533486	1	isabelle/layerB/pss_wip.thy	20763	false	true	false
pss_wip.m_8_2_subexpr_component_Pred_Adm0	pss_wip	1533540	1533540	1	isabelle/layerB/pss_wip.thy	20828	false	true	false
pss_wip.row0_valley_last	pss_wip	1533638	1533638	1	isabelle/layerB/pss_wip.thy	20973	false	false	false
pss_wip.row1_last_bound	pss_wip	1533692	1533692	1	isabelle/layerB/pss_wip.thy	21016	false	true	false
pss_wip.m_8_2_condII_or_condIV	pss_wip	1533746	1533746	1	isabelle/layerB/pss_wip.thy	21105	false	true	false
pss_wip.m_8_2_nadmj0_notAVI	pss_wip	1533780	1533780	1	isabelle/layerB/pss_wip.thy	21198	false	true	false
pss_wip.m_8_2_t2ne_notAVI	pss_wip	1533852	1533852	1	isabelle/layerB/pss_wip.thy	21217	false	true	false
pss_wip.m_8_2_gB_condIorIII	pss_wip	1533892	1533892	1	isabelle/layerB/pss_wip.thy	21246	false	false	false
pss_wip.m_8_2_e0gt_e1zero	pss_wip	1533936	1533936	1	isabelle/layerB/pss_wip.thy	21259	false	false	false
pss_wip.m_8_2_e0gt_condIV	pss_wip	1533974	1533974	1	isabelle/layerB/pss_wip.thy	21282	false	true	false
pss_wip.TBv_enat_inj	pss_wip	1534150	1534150	1	isabelle/layerB/pss_wip.thy	21344	false	true	false
pss_wip.zero_set_neq_TBv	pss_wip	1534190	1534190	1	isabelle/layerB/pss_wip.thy	21369	false	true	false
pss_wip.domB_classify_RN	pss_wip	1534354	1534354	1	isabelle/layerB/pss_wip.thy	21383	false	true	false
pss_wip.rnNatShape_iff_natshape	pss_wip	1534422	1534422	1	isabelle/layerB/pss_wip.thy	21673	false	true	false
pss_wip.domB_NatSet_iff_rnNatShape	pss_wip	1534470	1534470	1	isabelle/layerB/pss_wip.thy	21683	false	true	false
pss_wip.scb_suffix_realized	pss_wip	1534602	1534602	1	isabelle/layerB/pss_wip.thy	21726	false	true	false
pss_wip.scb_kind0_of_suffix	pss_wip	1534712	1534712	1	isabelle/layerB/pss_wip.thy	21799	false	true	false
pss_wip.scb_kind1_of_suffix	pss_wip	1534750	1534750	1	isabelle/layerB/pss_wip.thy	21821	false	true	false
pss_wip.rnNatShape_imp_kindable	pss_wip	1534786	1534786	1	isabelle/layerB/pss_wip.thy	21845	false	true	false
pss_wip.m_7_2_scb_unique_domB	pss_wip	1534812	1534812	1	isabelle/layerB/pss_wip.thy	21969	false	true	false
pss_wip.endsD00_addD00	pss_wip	1534886	1534886	1	isabelle/layerB/pss_wip.thy	22003	false	true	false
pss_wip.domB_endsD00	pss_wip	1534894	1534894	1	isabelle/layerB/pss_wip.thy	22006	false	true	false
pss_wip.size_last_lt_BP	pss_wip	1534962	1534962	1	isabelle/layerB/pss_wip.thy	22028	false	true	false
pss_wip.d0succ_Trm	pss_wip	1535372	1535372	1	isabelle/layerB/pss_wip.thy	22057	false	true	false
pss_wip.d0succ_last_eq	pss_wip	1535398	1535398	1	isabelle/layerB/pss_wip.thy	22062	false	true	false
pss_wip.d0succ_D00	pss_wip	1535408	1535408	1	isabelle/layerB/pss_wip.thy	22067	false	true	false
pss_wip.d0succ_single_nonzero	pss_wip	1535416	1535416	1	isabelle/layerB/pss_wip.thy	22072	false	true	false
pss_wip.d0succ_last_D00	pss_wip	1535424	1535424	1	isabelle/layerB/pss_wip.thy	22085	false	true	false
pss_wip.d0succ_addD00	pss_wip	1535436	1535436	1	isabelle/layerB/pss_wip.thy	22090	false	true	false
pss_wip.operB_dom_d0succ	pss_wip	1535448	1535448	1	isabelle/layerB/pss_wip.thy	22106	false	true	false
pss_wip.operB_d0succ_unfold	pss_wip	1535480	1535480	1	isabelle/layerB/pss_wip.thy	22239	false	true	false
pss_wip.operB_d0succ_multi_peel	pss_wip	1535494	1535494	1	isabelle/layerB/pss_wip.thy	22263	false	true	false
pss_wip.operB_dom_multi_peel	pss_wip	1535522	1535522	1	isabelle/layerB/pss_wip.thy	22279	false	true	false
pss_wip.numNat_numBT	pss_wip	1535532	1535532	1	isabelle/layerB/pss_wip.thy	22291	false	true	false
pss_wip.multBT_1	pss_wip	1535542	1535542	1	isabelle/layerB/pss_wip.thy	22294	false	true	false
pss_wip.operB_strip_d0	pss_wip	1535552	1535552	1	isabelle/layerB/pss_wip.thy	22299	false	true	false
pss_wip.operB_single_succ	pss_wip	1535574	1535574	1	isabelle/layerB/pss_wip.thy	22341	false	true	false
pss_wip.m_7_2_scb_fseq_succ	pss_wip	1535592	1535592	1	isabelle/layerB/pss_wip.thy	22367	false	true	false
pss_wip.domB_succ_inner_NatSet	pss_wip	1535612	1535612	1	isabelle/layerB/pss_wip.thy	22437	false	true	false
pss_wip.succ_body_ne	pss_wip	1535628	1535628	1	isabelle/layerB/pss_wip.thy	22449	false	true	false
pss_wip.domB_succ_body_NatSet	pss_wip	1535642	1535642	1	isabelle/layerB/pss_wip.thy	22452	false	true	false
pss_wip.d0succ_succ_inner	pss_wip	1535656	1535656	1	isabelle/layerB/pss_wip.thy	22468	false	true	false
pss_wip.d0succ_succ_body	pss_wip	1535670	1535670	1	isabelle/layerB/pss_wip.thy	22477	false	true	false
pss_wip.operB_dom_NatSet_principal	pss_wip	1535676	1535676	1	isabelle/layerB/pss_wip.thy	22498	false	true	false
pss_wip.operB_NatSet_principal_unfold	pss_wip	1535684	1535684	1	isabelle/layerB/pss_wip.thy	22596	false	true	false
pss_wip.m_7_2_scb_fseq_inner	pss_wip	1535702	1535702	1	isabelle/layerB/pss_wip.thy	22619	false	true	false
pss_wip.operB_dom_multi	pss_wip	1535772	1535772	1	isabelle/layerB/pss_wip.thy	22641	false	true	false
pss_wip.operB_dom_spine_aux	pss_wip	1535888	1535888	1	isabelle/layerB/pss_wip.thy	22715	false	true	false
pss_wip.flatBT_multi_last	pss_wip	1535920	1535920	1	isabelle/layerB/pss_wip.thy	22796	false	true	false
pss_wip.operB_scb_spine	pss_wip	1536676	1536676	1	isabelle/layerB/pss_wip.thy	22815	false	true	false
pss_wip.dfree_BT_addBT	pss_wip	1536704	1536704	1	isabelle/layerB/pss_wip.thy	23004	false	true	false
pss_wip.dfree_BT_multBT	pss_wip	1536718	1536718	1	isabelle/layerB/pss_wip.thy	23008	false	true	false
pss_wip.m_7_2_scb_fseq_scb	pss_wip	1536794	1536794	1	isabelle/layerB/pss_wip.thy	23015	false	true	false
pss_wip.m_7_2_scb_unique_kind1	pss_wip	1536828	1536828	1	isabelle/layerB/pss_wip.thy	23085	false	true	false
pss_wip.SigmaB_single	pss_wip	1536870	1536870	1	isabelle/layerB/pss_wip.thy	23115	false	true	false
pss_wip.m_7_3_Trans_P_equivariance	pss_wip	1536984	1536984	1	isabelle/layerB/pss_wip.thy	23118	false	true	false
pss_wip.m_7_3_Mark_P_invariance	pss_wip	1537026	1537026	1	isabelle/layerB/pss_wip.thy	23272	false	true	false
pss_wip.m_8_1_diagApp_w0_Trans	pss_wip	1537084	1537084	1	isabelle/layerB/pss_wip.thy	23320	false	true	false
pss_wip.m_7_2_add_scb_conj3_uncond	pss_wip	1537240	1537240	1	isabelle/layerB/pss_wip.thy	23427	false	true	false
pss_wip.trans_surgery_value	pss_wip	1537384	1537384	1	isabelle/layerB/pss_wip.thy	23469	false	true	false
pss_wip.trans_surgery_value_keystone	pss_wip	1537510	1537510	1	isabelle/layerB/pss_wip.thy	23553	false	true	false
pss_wip.transC2_single_principal_head	pss_wip	1537624	1537632	4	isabelle/layerB/pss_wip.thy	23581	false	true	false
pss_wip.trans_surgery_localized	pss_wip	1537746	1537746	1	isabelle/layerB/pss_wip.thy	23635	false	true	false
pss_wip.m_8_2_gB_Adm0_condA	pss_wip	1537862	1537862	1	isabelle/layerB/pss_wip.thy	23704	false	true	false
pss_wip.m_8_2_subexpr_component_Pred_Adm0_nogB	pss_wip	1538316	1538316	1	isabelle/layerB/pss_wip.thy	23780	false	true	false
pss_wip.Trans_two_zero	pss_wip	1538432	1538432	1	isabelle/layerB/pss_wip.thy	23926	false	true	false
pss_wip.Trans_take_lessBT	pss_wip	1538474	1538474	1	isabelle/layerB/pss_wip.thy	23943	false	true	false
pss_wip.Trans_take_eq_imp_full	pss_wip	1538516	1538516	1	isabelle/layerB/pss_wip.thy	24014	false	true	false
pss_wip.m_7_3_Trans_Dv0_iff	pss_wip	1538766	1538766	1	isabelle/layerB/pss_wip.thy	24033	false	true	false
pss_wip.domB_single_TBv_struct	pss_wip	1538906	1538906	1	isabelle/layerB/pss_wip.thy	24342	false	true	false
pss_wip.operB_dom_TBv_body	pss_wip	1538978	1538978	1	isabelle/layerB/pss_wip.thy	24381	false	true	false
pss_wip.tbvIdx_TBv	pss_wip	1539002	1539002	1	isabelle/layerB/pss_wip.thy	24559	false	true	false
pss_wip.xseq_dom_TBv_body	pss_wip	1539036	1539036	1	isabelle/layerB/pss_wip.thy	24570	false	true	false
pss_wip.operB_dom_kind1	pss_wip	1539112	1539112	1	isabelle/layerB/pss_wip.thy	24600	false	true	false
pss_wip.operB_kind1_unfold	pss_wip	1539182	1539182	1	isabelle/layerB/pss_wip.thy	24712	false	true	false
pss_wip.operB_dom_Dv0	pss_wip	1539240	1539240	1	isabelle/layerB/pss_wip.thy	24751	false	true	false
pss_wip.operB_Dv0_num0	pss_wip	1539292	1539292	1	isabelle/layerB/pss_wip.thy	24763	false	true	false
pss_wip.operB_peel_trailing_Dv0	pss_wip	1539344	1539344	1	isabelle/layerB/pss_wip.thy	24785	false	true	false
pss_wip.domB_Dw0	pss_wip	1539402	1539402	1	isabelle/layerB/pss_wip.thy	24830	false	true	false
pss_wip.xseq_eval_0	pss_wip	1539446	1539446	1	isabelle/layerB/pss_wip.thy	24842	false	true	false
pss_wip.xseq_single_TBv	pss_wip	1539520	1539520	1	isabelle/layerB/pss_wip.thy	24854	false	true	false
pss_wip.operB_Dv0_id	pss_wip	1539598	1539598	1	isabelle/layerB/pss_wip.thy	24872	false	true	false
pss_wip.operB_Du_Dw0_kind1	pss_wip	1539688	1539688	1	isabelle/layerB/pss_wip.thy	24891	false	true	false
pss_wip.operB_Du_Dw0_base	pss_wip	1539758	1539758	1	isabelle/layerB/pss_wip.thy	24920	false	true	false
pss_wip.operB_Du_D00	pss_wip	1539788	1539788	1	isabelle/layerB/pss_wip.thy	24979	false	true	false
pss_wip.operB_iter_Du_Dw0	pss_wip	1539836	1539836	1	isabelle/layerB/pss_wip.thy	24997	false	true	false
pss_wip.xseq_Dv0_tower	pss_wip	1540082	1540082	1	isabelle/layerB/pss_wip.thy	25067	false	true	false
pss_wip.domB_Du_Dv0_NatSet	pss_wip	1540138	1540138	1	isabelle/layerB/pss_wip.thy	25097	false	true	false
pss_wip.operB_Du_Dv0_kind1_eval	pss_wip	1540200	1540200	1	isabelle/layerB/pss_wip.thy	25124	false	true	false
pss_wip.flatBT_Dprin_funpow_tower	pss_wip	1540310	1540310	1	isabelle/layerB/pss_wip.thy	25151	false	true	false
