rank	fact	serial	theory	source_file	source_line
2359	pss_wip.m_8_5_op_of_monoT	1604144	pss_wip	isabelle/layerB/pss_wip.thy	48730
2360	pss_wip.m_8_5_op_of_Marked	1604328	pss_wip	isabelle/layerB/pss_wip.thy	48751
2361	pss_wip.m_8_5_Mark_headform	1604442	pss_wip	isabelle/layerB/pss_wip.thy	48777
2362	pss_wip.m_8_5_Mark_nonzero	1604576	pss_wip	isabelle/layerB/pss_wip.thy	48796
2363	pss_wip.m_8_5_Mark_nonzero_fold	1604772	pss_wip	isabelle/layerB/pss_wip.thy	48820
2364	pss_wip.m_8_5_Mark_fold_C_commute	1605016	pss_wip	isabelle/layerB/pss_wip.thy	48852
2365	pss_wip.m_8_5_entry_append_prefix	1605028	pss_wip	isabelle/layerB/pss_wip.thy	48925
2366	pss_wip.m_8_5_entry_jm1_step	1605134	pss_wip	isabelle/layerB/pss_wip.thy	48935
2367	pss_wip.m_8_5_entry_jm1_const	1605254	pss_wip	isabelle/layerB/pss_wip.thy	48948
2368	pss_wip.m_8_5_Lng_iterate_mono	1605340	pss_wip	isabelle/layerB/pss_wip.thy	48973
2369	pss_wip.m_8_5_entry_jm1_const_regime	1605438	pss_wip	isabelle/layerB/pss_wip.thy	48997
2370	pss_wip.m_8_5_surgC_instance_of_keystone	1605884	pss_wip	isabelle/layerB/pss_wip.thy	49028
2371	pss_wip.Lng_Shift	1606022	pss_wip	isabelle/layerB/pss_wip.thy	49158
2372	pss_wip.entry_Shift	1606056	pss_wip	isabelle/layerB/pss_wip.thy	49161
2373	pss_wip.nextrel0_Shift	1606084	pss_wip	isabelle/layerB/pss_wip.thy	49166
2374	pss_wip.le0_Shift	1606102	pss_wip	isabelle/layerB/pss_wip.thy	49180
2375	pss_wip.nextrel1_Shift	1606142	pss_wip	isabelle/layerB/pss_wip.thy	49186
2376	pss_wip.le1_Shift	1606158	pss_wip	isabelle/layerB/pss_wip.thy	49208
2377	pss_wip.nextR_Shift	1606224	pss_wip	isabelle/layerB/pss_wip.thy	49214
2378	pss_wip.leR_Shift	1606312	pss_wip	isabelle/layerB/pss_wip.thy	49217
2379	pss_wip.hasParent_Shift	1606362	pss_wip	isabelle/layerB/pss_wip.thy	49220
2380	pss_wip.parent_Shift	1606420	pss_wip	isabelle/layerB/pss_wip.thy	49223
2381	pss_wip.Pred_Shift	1606458	pss_wip	isabelle/layerB/pss_wip.thy	49231
2382	pss_wip.idx1_Shift	1606508	pss_wip	isabelle/layerB/pss_wip.thy	49234
2383	pss_wip.nextR_parent_witness	1606546	pss_wip	isabelle/layerB/pss_wip.thy	49253
2384	pss_wip.oper_Shift	1606648	pss_wip	isabelle/layerB/pss_wip.thy	49258
2385	pss_wip.seg_Shift	1606706	pss_wip	isabelle/layerB/pss_wip.thy	49420
2386	pss_wip.append_Shift	1606734	pss_wip	isabelle/layerB/pss_wip.thy	49437
2387	pss_wip.take_Shift	1606750	pss_wip	isabelle/layerB/pss_wip.thy	49440
2388	pss_wip.entry00_lt_fstcol_Shift	1606782	pss_wip	isabelle/layerB/pss_wip.thy	49447
2389	pss_wip.m_8_5_oper_genform0	1606904	pss_wip	isabelle/layerB/pss_wip.thy	49515
2390	pss_wip.m_8_5_deepen_block_explicit0	1607018	pss_wip	isabelle/layerB/pss_wip.thy	49555
2391	pss_wip.m_8_5_Pcut_adm	1607100	pss_wip	isabelle/layerB/pss_wip.thy	49585
2392	pss_wip.m_8_5_Pcut_le_Adm_parent0	1607196	pss_wip	isabelle/layerB/pss_wip.thy	49631
2393	pss_wip.m_8_5_witness_of_small_prefix	1607282	pss_wip	isabelle/layerB/pss_wip.thy	49670
2394	pss_wip.m_8_5_basecut_small0	1607514	pss_wip	isabelle/layerB/pss_wip.thy	49690
2395	pss_wip.m_8_5_basecut_small1	1607682	pss_wip	isabelle/layerB/pss_wip.thy	49759
2396	pss_wip.m_8_5_basecut_residual	1607846	pss_wip	isabelle/layerB/pss_wip.thy	49823
2397	pss_wip.m_8_5_trunkstuck_basecut_witness	1608174	pss_wip	isabelle/layerB/pss_wip.thy	49878
2398	pss_wip.m_8_5_anchor_col_trunkstuck_basecut	1608772	pss_wip	isabelle/layerB/pss_wip.thy	49932
2399	pss_wip.m_8_5_colcase_trunkstuck_basecut	1617434	pss_wip	isabelle/layerB/pss_wip.thy	49964
2400	pss_wip.b1x_le_less_trans	1617614	pss_wip	isabelle/layerB/pss_wip.thy	50022
2401	pss_wip.b1x_less_le_trans	1617654	pss_wip	isabelle/layerB/pss_wip.thy	50033
2402	pss_wip.b1x_size_last_lt	1617730	pss_wip	isabelle/layerB/pss_wip.thy	50046
2403	pss_wip.b1x_mono	1617842	pss_wip	isabelle/layerB/pss_wip.thy	50059
2404	pss_wip.b1x_TBv_dom_hd_gt	1617944	pss_wip	isabelle/layerB/pss_wip.thy	50126
2405	pss_wip.b1x_lowerbound	1617996	pss_wip	isabelle/layerB/pss_wip.thy	50147
2406	pss_wip.b1x_GBT_size	1618004	pss_wip	isabelle/layerB/pss_wip.thy	50212
2407	pss_wip.b1x_GBT_trans	1618032	pss_wip	isabelle/layerB/pss_wip.thy	50234
2408	pss_wip.b1x_GBT_antitone	1618038	pss_wip	isabelle/layerB/pss_wip.thy	50257
2409	pss_wip.b1x_GBT_numBT	1618046	pss_wip	isabelle/layerB/pss_wip.thy	50285
2410	pss_wip.b1x_GBT_TBv_small_empty	1618058	pss_wip	isabelle/layerB/pss_wip.thy	50288
2411	pss_wip.b1x_setle_subset	1618172	pss_wip	isabelle/layerB/pss_wip.thy	50308
2412	pss_wip.b1x_setle_widen	1618204	pss_wip	isabelle/layerB/pss_wip.thy	50311
2413	pss_wip.b1x_setle_union	1618240	pss_wip	isabelle/layerB/pss_wip.thy	50314
2414	pss_wip.b1x_triG_I	1618364	pss_wip	isabelle/layerB/pss_wip.thy	50327
2415	pss_wip.b1x_triG_D	1618380	pss_wip	isabelle/layerB/pss_wip.thy	50333
2416	pss_wip.b1x_G_control	1618396	pss_wip	isabelle/layerB/pss_wip.thy	50342
2417	pss_wip.b1x_sandwich_prefix	1618458	pss_wip	isabelle/layerB/pss_wip.thy	50424
2418	pss_wip.b1x_sandwich_Dpt	1618542	pss_wip	isabelle/layerB/pss_wip.thy	50455
2419	pss_wip.b1x_triG_addBT	1618624	pss_wip	isabelle/layerB/pss_wip.thy	50486
2420	pss_wip.b1x_triG_Dpt	1618718	pss_wip	isabelle/layerB/pss_wip.thy	50515
2421	pss_wip.b1x_domB_shape	1618816	pss_wip	isabelle/layerB/pss_wip.thy	50545
2422	pss_wip.b1x_operB_NatSet_nonzero	1618872	pss_wip	isabelle/layerB/pss_wip.thy	50593
2423	pss_wip.b1x_domB_nonempty	1618904	pss_wip	isabelle/layerB/pss_wip.thy	50656
2424	pss_wip.b1x_descP_append	1619018	pss_wip	isabelle/layerB/pss_wip.thy	50706
2425	pss_wip.b1x_master	1619274	pss_wip	isabelle/layerB/pss_wip.thy	50744
2426	pss_wip.m_buc1_3_2_OT_B_closed	1619336	pss_wip	isabelle/layerB/pss_wip.thy	51232
2427	pss_wip.m_8_5_scbdec_c1_shape	1619402	pss_wip	isabelle/layerB/pss_wip.thy	51286
2428	pss_wip.m_8_5_scbdec_c2_condV	1619480	pss_wip	isabelle/layerB/pss_wip.thy	51357
2429	pss_wip.m_8_5_scbdec_c2_sb_subst	1619592	pss_wip	isabelle/layerB/pss_wip.thy	51411
2430	pss_wip.m_8_5_scbdec_fseq_condV	1619846	pss_wip	isabelle/layerB/pss_wip.thy	51466
2431	pss_wip.m_8_5_scbdec_oper1_core_condV	1620112	pss_wip	isabelle/layerB/pss_wip.thy	51633
2432	pss_wip.m_8_5_scbdec_exchange1_n1_condV	1620190	pss_wip	isabelle/layerB/pss_wip.thy	51728
2433	pss_wip.f7x_addBT_assoc	1620230	pss_wip	isabelle/layerB/pss_wip.thy	51787
2434	pss_wip.f7x_addBT_zero_right	1620260	pss_wip	isabelle/layerB/pss_wip.thy	51790
2435	pss_wip.f7x_multBT_single	1620310	pss_wip	isabelle/layerB/pss_wip.thy	51795
2436	pss_wip.f7x_multBT_lessBT_principal	1620352	pss_wip	isabelle/layerB/pss_wip.thy	51801
2437	pss_wip.f7x_Dpow_lessBT_Dpt	1620388	pss_wip	isabelle/layerB/pss_wip.thy	51815
2438	pss_wip.f7x_lessBT_D00_imp_zero	1620422	pss_wip	isabelle/layerB/pss_wip.thy	51828
2439	pss_wip.f7x_concat_replicate_single	1620472	pss_wip	isabelle/layerB/pss_wip.thy	51853
2440	pss_wip.f7x_concat_map_singleton	1620502	pss_wip	isabelle/layerB/pss_wip.thy	51856
2441	pss_wip.f7x_parent_one_zero	1620512	pss_wip	isabelle/layerB/pss_wip.thy	51861
2442	pss_wip.f7x_adm_zero	1620520	pss_wip	isabelle/layerB/pss_wip.thy	51875
2443	pss_wip.f7x_Trans_append_Pblocks	1620532	pss_wip	isabelle/layerB/pss_wip.thy	51888
2444	pss_wip.f7x_fseq_descend_mono	1620648	pss_wip	isabelle/layerB/pss_wip.thy	52051
2445	pss_wip.m_8_7_fseq_descend_dispatcher	1621058	pss_wip	isabelle/layerB/pss_wip.thy	52353
2446	pss_wip.m_8_7_fseq_descend_of_exchange	1621180	pss_wip	isabelle/layerB/pss_wip.thy	52573
2447	pss_wip.s84c1_nextR1_jm2	1621308	pss_wip	isabelle/layerB/pss_wip.thy	52670
2448	pss_wip.s84c1_jm2_basic	1621332	pss_wip	isabelle/layerB/pss_wip.thy	52675
2449	pss_wip.s84c1_jm2_univ	1621360	pss_wip	isabelle/layerB/pss_wip.thy	52692
2450	pss_wip.s84c1_hp0	1621372	pss_wip	isabelle/layerB/pss_wip.thy	52702
2451	pss_wip.s84c1_nextR0_j0	1621402	pss_wip	isabelle/layerB/pss_wip.thy	52711
2452	pss_wip.s84c1_le0_j0	1621412	pss_wip	isabelle/layerB/pss_wip.thy	52722
2453	pss_wip.s84c1_anc_le_j0	1621430	pss_wip	isabelle/layerB/pss_wip.thy	52735
2454	pss_wip.s84c1_jm2_le_j0	1621452	pss_wip	isabelle/layerB/pss_wip.thy	52746
2455	pss_wip.s84c1_e1_jm2_le_j0	1621464	pss_wip	isabelle/layerB/pss_wip.thy	52756
2456	pss_wip.s84c1_e1lt_imp_jm2_eq_j0	1621474	pss_wip	isabelle/layerB/pss_wip.thy	52773
2457	pss_wip.m_8_4_oper_props_1	1621504	pss_wip	isabelle/layerB/pss_wip.thy	52810
2458	pss_wip.s84c1_e1j1_pos	1621522	pss_wip	isabelle/layerB/pss_wip.thy	52835
2459	pss_wip.s84c1_e0_jm2_lt	1621536	pss_wip	isabelle/layerB/pss_wip.thy	52840
2460	pss_wip.s84c1_genform	1621596	pss_wip	isabelle/layerB/pss_wip.thy	52853
2461	pss_wip.s84c1_Lng_oper	1621616	pss_wip	isabelle/layerB/pss_wip.thy	52865
2462	pss_wip.s84c1_oper_Suc_eq_L_app	1621658	pss_wip	isabelle/layerB/pss_wip.thy	52886
2463	pss_wip.s84c1_Lng_L	1621672	pss_wip	isabelle/layerB/pss_wip.thy	52921
2464	pss_wip.s84c1_L_take	1621690	pss_wip	isabelle/layerB/pss_wip.thy	52925
2465	pss_wip.m_8_4_oper_props_2	1621718	pss_wip	isabelle/layerB/pss_wip.thy	52946
2466	pss_wip.s84c1_nextrel0_dir	1621754	pss_wip	isabelle/layerB/pss_wip.thy	53016
2467	pss_wip.s84c1_nextrel0_cong	1621766	pss_wip	isabelle/layerB/pss_wip.thy	53037
2468	pss_wip.s84c1_le0_cong	1621808	pss_wip	isabelle/layerB/pss_wip.thy	53050
2469	pss_wip.s84c1_nextrel1_dir	1621866	pss_wip	isabelle/layerB/pss_wip.thy	53060
2470	pss_wip.s84c1_nextrel1_cong	1621914	pss_wip	isabelle/layerB/pss_wip.thy	53089
2471	pss_wip.s84c1_nextrel1_chain_dir	1621980	pss_wip	isabelle/layerB/pss_wip.thy	53105
2472	pss_wip.s84c1_le1_cong	1622054	pss_wip	isabelle/layerB/pss_wip.thy	53125
2473	pss_wip.s84c1_L1_form	1622120	pss_wip	isabelle/layerB/pss_wip.thy	53150
2474	pss_wip.s84c1_L1_Lng	1622174	pss_wip	isabelle/layerB/pss_wip.thy	53162
2475	pss_wip.s84c1_L1_entry0	1622234	pss_wip	isabelle/layerB/pss_wip.thy	53172
2476	pss_wip.s84c1_L1_entry1_lt	1622278	pss_wip	isabelle/layerB/pss_wip.thy	53197
2477	pss_wip.s84c1_L1_entry1_j1	1622306	pss_wip	isabelle/layerB/pss_wip.thy	53211
2478	pss_wip.m_8_4_oper_props_3	1622378	pss_wip	isabelle/layerB/pss_wip.thy	53230
2479	pss_wip.m_8_4_oper_props_4	1622530	pss_wip	isabelle/layerB/pss_wip.thy	53257
2480	pss_wip.s84c1_mult_pred	1622590	pss_wip	isabelle/layerB/pss_wip.thy	53393
2481	pss_wip.s84c1_oper_lastblock	1622872	pss_wip	isabelle/layerB/pss_wip.thy	53401
2482	pss_wip.s84c1_Pred_Np	1622966	pss_wip	isabelle/layerB/pss_wip.thy	53440
2483	pss_wip.s84c1_Mn_tail	1623138	pss_wip	isabelle/layerB/pss_wip.thy	53466
2484	pss_wip.s84c1_L_tail	1623310	pss_wip	isabelle/layerB/pss_wip.thy	53485
2485	pss_wip.s84c1_Pred_L	1623470	pss_wip	isabelle/layerB/pss_wip.thy	53535
2486	pss_wip.s84c1_L_prefix	1623612	pss_wip	isabelle/layerB/pss_wip.thy	53549
2487	pss_wip.s84c1_Mn_entry_mstar	1623786	pss_wip	isabelle/layerB/pss_wip.thy	53597
2488	pss_wip.s84c1_Mn_entry_mstar_pred	1624156	pss_wip	isabelle/layerB/pss_wip.thy	53619
2489	pss_wip.s84c1_adm_L_mstar	1624350	pss_wip	isabelle/layerB/pss_wip.thy	53659
2490	pss_wip.s84c1_le0_L_mstar	1624420	pss_wip	isabelle/layerB/pss_wip.thy	53779
2491	pss_wip.s84c1_marked_L	1624434	pss_wip	isabelle/layerB/pss_wip.thy	53860
2492	pss_wip.s84c1_Mark_L_mstar	1624458	pss_wip	isabelle/layerB/pss_wip.thy	53883
2493	pss_wip.s84c1_Mark_Mn_mstar	1624574	pss_wip	isabelle/layerB/pss_wip.thy	53932
2494	pss_wip.m_8_4_oper_props_5	1624748	pss_wip	isabelle/layerB/pss_wip.thy	54005
2495	pss_wip.s84c2_funpow_IncrFirst_append	1624812	pss_wip	isabelle/layerB/pss_wip.thy	54208
2496	pss_wip.s84c2_funpow_IncrFirst_single	1624858	pss_wip	isabelle/layerB/pss_wip.thy	54212
2497	pss_wip.s84c2_seg_butlast	1624882	pss_wip	isabelle/layerB/pss_wip.thy	54216
2498	pss_wip.s84c2_scb_self	1624968	pss_wip	isabelle/layerB/pss_wip.thy	54231
2499	pss_wip.s84c2_R_base	1625190	pss_wip	isabelle/layerB/pss_wip.thy	54240
2500	pss_wip.s84c2_R_facts	1625714	pss_wip	isabelle/layerB/pss_wip.thy	54302
2501	pss_wip.s84c2_concat_map_single	1625810	pss_wip	isabelle/layerB/pss_wip.thy	54596
2502	pss_wip.s84c2_Trans_c2_decomp	1625988	pss_wip	isabelle/layerB/pss_wip.thy	54605
2503	pss_wip.m_8_4_rightend_Trans	1626314	pss_wip	isabelle/layerB/pss_wip.thy	54650
2504	pss_wip.s84c3_entry1_funpow_IncrFirst	1626348	pss_wip	isabelle/layerB/pss_wip.thy	55199
2505	pss_wip.s84c3_nextrel0_funpow_IncrFirst	1626398	pss_wip	isabelle/layerB/pss_wip.thy	55208
2506	pss_wip.s84c3_le0_funpow_IncrFirst	1626440	pss_wip	isabelle/layerB/pss_wip.thy	55219
2507	pss_wip.s84c3_winOK_singleton	1626496	pss_wip	isabelle/layerB/pss_wip.thy	55237
2508	pss_wip.s84c3_winOK_pair	1626502	pss_wip	isabelle/layerB/pss_wip.thy	55240
2509	pss_wip.s84c3_winOK_triple	1626512	pss_wip	isabelle/layerB/pss_wip.thy	55253
2510	pss_wip.s84c3_winOK_glue	1626540	pss_wip	isabelle/layerB/pss_wip.thy	55278
2511	pss_wip.s84c3_RightAnces_chain	1626650	pss_wip	isabelle/layerB/pss_wip.thy	55372
2512	pss_wip.m_8_4_Trans_scb	1626792	pss_wip	isabelle/layerB/pss_wip.thy	55783
2513	pss_wip.m_8_5_hasParent0_of_edge	1626822	pss_wip	isabelle/layerB/pss_wip.thy	56191
2514	pss_wip.m_8_5_Marked_Adm_edge	1626840	pss_wip	isabelle/layerB/pss_wip.thy	56208
2515	pss_wip.m_8_5_le0_cross_block	1626870	pss_wip	isabelle/layerB/pss_wip.thy	56235
2516	pss_wip.m_8_5_le0_block_climb	1626884	pss_wip	isabelle/layerB/pss_wip.thy	56280
2517	pss_wip.m_8_5_entry_block_at	1626898	pss_wip	isabelle/layerB/pss_wip.thy	56318
2518	pss_wip.m_8_5_block_base_min	1626962	pss_wip	isabelle/layerB/pss_wip.thy	56337
2519	pss_wip.m_8_5_fold_blocker	1627084	pss_wip	isabelle/layerB/pss_wip.thy	56408
2520	pss_wip.m_8_5_fold_parentwit	1627254	pss_wip	isabelle/layerB/pss_wip.thy	56441
2521	pss_wip.m_8_5_ok_of_ok1	1627394	pss_wip	isabelle/layerB/pss_wip.thy	56476
2522	pss_wip.m_8_5_R2a_of_ok1	1627572	pss_wip	isabelle/layerB/pss_wip.thy	56532
2523	pss_wip.m_8_5_stuck_suffix	1627634	pss_wip	isabelle/layerB/pss_wip.thy	56571
2524	pss_wip.m_8_5_colcase_cols_ge1	1628512	pss_wip	isabelle/layerB/pss_wip.thy	56671
2525	pss_wip.m_8_5_colcase_full	1647468	pss_wip	isabelle/layerB/pss_wip.thy	56724
2526	pss_wip.m_8_5_anchor_fold_kernel	1648166	pss_wip	isabelle/layerB/pss_wip.thy	56915
2527	pss_wip.s85b_crep_snoc	1648198	pss_wip	isabelle/layerB/pss_wip.thy	57006
2528	pss_wip.s85b_crep_comm	1648258	pss_wip	isabelle/layerB/pss_wip.thy	57009
2529	pss_wip.s85b_rot	1648298	pss_wip	isabelle/layerB/pss_wip.thy	57012
2530	pss_wip.s85b_rot_cons	1648334	pss_wip	isabelle/layerB/pss_wip.thy	57029
2531	pss_wip.s85b_crep_comm_cons	1648364	pss_wip	isabelle/layerB/pss_wip.thy	57045
2532	pss_wip.s85b_crep_comm_snoc0	1648376	pss_wip	isabelle/layerB/pss_wip.thy	57056
2533	pss_wip.s85b_crep_comm_snoc	1648414	pss_wip	isabelle/layerB/pss_wip.thy	57060
2534	pss_wip.s85b_condV_bridge	1648496	pss_wip	isabelle/layerB/pss_wip.thy	57072
2535	pss_wip.s85b_condV_setup	1648584	pss_wip	isabelle/layerB/pss_wip.thy	57120
2536	pss_wip.s85b_jm1_adm	1648624	pss_wip	isabelle/layerB/pss_wip.thy	57138
2537	pss_wip.m_8_5_scbdec_t2_nonzero_condV	1648664	pss_wip	isabelle/layerB/pss_wip.thy	57150
2538	pss_wip.m_8_5_scbdec_Np_condV_adm	1648708	pss_wip	isabelle/layerB/pss_wip.thy	57191
2539	pss_wip.s85b_seg_butlast_host	1648776	pss_wip	isabelle/layerB/pss_wip.thy	57233
2540	pss_wip.m_8_5_scbdec_PredNp_condV_adm	1648876	pss_wip	isabelle/layerB/pss_wip.thy	57249
2541	pss_wip.m_8_5_scbdec_Lp_condV_adm	1648948	pss_wip	isabelle/layerB/pss_wip.thy	57315
2542	pss_wip.s85b_L1_decomp_adm	1649028	pss_wip	isabelle/layerB/pss_wip.thy	57387
2543	pss_wip.m_8_5_scbdec_adm_forms	1649492	pss_wip	isabelle/layerB/pss_wip.thy	57556
2544	pss_wip.m_8_5_scbdec_oper_general_condV_adm	1649922	pss_wip	isabelle/layerB/pss_wip.thy	57769
2545	pss_wip.m_8_5_scbdec_exchange1_condV_adm	1650170	pss_wip	isabelle/layerB/pss_wip.thy	57964
2546	pss_wip.s85b_W_principal	1651000	pss_wip	isabelle/layerB/pss_wip.thy	58006
2547	pss_wip.s85b_W_dfree	1651052	pss_wip	isabelle/layerB/pss_wip.thy	58009
2548	pss_wip.s85b_W_flat	1651118	pss_wip	isabelle/layerB/pss_wip.thy	58014
2549	pss_wip.s85b_W_mono_seed	1651150	pss_wip	isabelle/layerB/pss_wip.thy	58048
2550	pss_wip.s85b_W_lt_top	1651198	pss_wip	isabelle/layerB/pss_wip.thy	58060
2551	pss_wip.m_8_5_scbdec_exchange2_condV_adm	1651236	pss_wip	isabelle/layerB/pss_wip.thy	58086
2552	pss_wip.m_8_5_scbdec_prev_lt_M_condV_adm	1651314	pss_wip	isabelle/layerB/pss_wip.thy	58168
2553	pss_wip.m_8_5_scbdec_exchange3_condV_adm	1651350	pss_wip	isabelle/layerB/pss_wip.thy	58270
2554	pss_wip.s85b_complb_lessBT	1651410	pss_wip	isabelle/layerB/pss_wip.thy	58289
2555	pss_wip.m_8_5_scbdec_exchange3_strict_condV_adm	1651518	pss_wip	isabelle/layerB/pss_wip.thy	58322
2556	pss_wip.m_8_5_Trans_oper_exchange_condV_adm	1651640	pss_wip	isabelle/layerB/pss_wip.thy	58346
2557	pss_wip.s84d_c2hole_at_j1	1651922	pss_wip	isabelle/layerB/pss_wip.thy	58436
2558	pss_wip.s84d_corepair_shared	1651964	pss_wip	isabelle/layerB/pss_wip.thy	58443
2559	pss_wip.s84d_corepair_nested	1652054	pss_wip	isabelle/layerB/pss_wip.thy	58463
2560	pss_wip.s84d_c2hole_scb	1652228	pss_wip	isabelle/layerB/pss_wip.thy	58511
2561	pss_wip.s84d_c2_rightmost_scb	1652290	pss_wip	isabelle/layerB/pss_wip.thy	58666
2562	pss_wip.s84d_L4_regime	1652318	pss_wip	isabelle/layerB/pss_wip.thy	58710
2563	pss_wip.m_8_4_slice_scb_part1	1652364	pss_wip	isabelle/layerB/pss_wip.thy	58762
2564	pss_wip.s84d_jm3_Marked	1652414	pss_wip	isabelle/layerB/pss_wip.thy	58783
2565	pss_wip.s84d_jm1_Marked	1652480	pss_wip	isabelle/layerB/pss_wip.thy	58808
2566	pss_wip.s84d_dec1_Trans_N_scb	1652524	pss_wip	isabelle/layerB/pss_wip.thy	58846
2567	pss_wip.s84d_Mark_neq	1652554	pss_wip	isabelle/layerB/pss_wip.thy	58887
2568	pss_wip.s84d_dec2_nest_scb	1652624	pss_wip	isabelle/layerB/pss_wip.thy	58991
2569	pss_wip.s84d_rep_shift	1652658	pss_wip	isabelle/layerB/pss_wip.thy	59172
2570	pss_wip.s84d_concat_rep_snoc	1652704	pss_wip	isabelle/layerB/pss_wip.thy	59186
2571	pss_wip.s84d_set_concat_rep	1652730	pss_wip	isabelle/layerB/pss_wip.thy	59196
2572	pss_wip.s84d_L5_branch	1652776	pss_wip	isabelle/layerB/pss_wip.thy	59206
2573	pss_wip.s84d_L5_rng	1652830	pss_wip	isabelle/layerB/pss_wip.thy	59256
2574	pss_wip.s84d_L1_data	1652898	pss_wip	isabelle/layerB/pss_wip.thy	59295
2575	pss_wip.s84d_c2hole_L1	1653082	pss_wip	isabelle/layerB/pss_wip.thy	59433
2576	pss_wip.m_8_4_various_scb_IIIV_from_slice	1653600	pss_wip	isabelle/layerB/pss_wip.thy	59601
2577	pss_wip.m_8_4_various_scb_IIIIV_from_slice	1654118	pss_wip	isabelle/layerB/pss_wip.thy	60034
2578	pss_wip.e1x_condV_nextR1	1654256	pss_wip	isabelle/layerB/pss_wip.thy	60614
2579	pss_wip.m_8_5_Joints_FirstNodes_basic_condV	1654354	pss_wip	isabelle/layerB/pss_wip.thy	60636
2580	pss_wip.m_8_5_condV_adm_t2_components	1654446	pss_wip	isabelle/layerB/pss_wip.thy	60690
2581	pss_wip.m_8_5_condV_adm_t2lb	1654460	pss_wip	isabelle/layerB/pss_wip.thy	60857
2582	pss_wip.m_8_5_Trans_oper_exchange_condV_adm_uncond	1654502	pss_wip	isabelle/layerB/pss_wip.thy	60884
2583	pss_wip.m_8_7_fseq_descend_dispatcher_admV	1655134	pss_wip	isabelle/layerB/pss_wip.thy	60919
2584	pss_wip.e2x_Trans_principal_head	1655372	pss_wip	isabelle/layerB/pss_wip.thy	60990
2585	pss_wip.e2x_terminal_slice_scaffold	1655620	pss_wip	isabelle/layerB/pss_wip.thy	61011
2586	pss_wip.m_8_2_condV_terminal_slice_Trans_modVE	1655828	pss_wip	isabelle/layerB/pss_wip.thy	61039
2587	pss_wip.e3x_H_dfree	1656754	pss_wip	isabelle/layerB/pss_wip.thy	61136
2588	pss_wip.e3x_H_TB	1656780	pss_wip	isabelle/layerB/pss_wip.thy	61141
2589	pss_wip.e3x_H_flat	1656854	pss_wip	isabelle/layerB/pss_wip.thy	61146
2590	pss_wip.e3x_H_lt_top	1656936	pss_wip	isabelle/layerB/pss_wip.thy	61179
2591	pss_wip.e3x_exchange2_condIII	1657118	pss_wip	isabelle/layerB/pss_wip.thy	61208
2592	pss_wip.e4x_Zero_OT_B	1657158	pss_wip	isabelle/layerB/pss_wip.thy	61382
2593	pss_wip.e4x_OT_B_operB_numBT	1657182	pss_wip	isabelle/layerB/pss_wip.thy	61390
2594	pss_wip.e4x_OT_B_op0_iter	1657224	pss_wip	isabelle/layerB/pss_wip.thy	61406
2595	pss_wip.m_8_7_OT_via_exchange_value	1657294	pss_wip	isabelle/layerB/pss_wip.thy	61430
2596	pss_wip.m_8_7_Trans_OT_step_via_exchange	1657406	pss_wip	isabelle/layerB/pss_wip.thy	61448
2597	pss_wip.m_8_7_Trans_preserves_OT_via_closure	1657546	pss_wip	isabelle/layerB/pss_wip.thy	61476
2598	pss_wip.e5x_W_lt_Dpt	1658122	pss_wip	isabelle/layerB/pss_wip.thy	61547
2599	pss_wip.e5x_W_seed_shift	1658140	pss_wip	isabelle/layerB/pss_wip.thy	61562
2600	pss_wip.e5x_W_height_mono0	1658184	pss_wip	isabelle/layerB/pss_wip.thy	61580
2601	pss_wip.e5x_bodyM_lt_c2	1658226	pss_wip	isabelle/layerB/pss_wip.thy	61597
2602	pss_wip.e5x_bodyM_lt_bodyO	1658326	pss_wip	isabelle/layerB/pss_wip.thy	61615
2603	pss_wip.m_8_5_Trans_oper_exchange_condV_nonadm	1658644	pss_wip	isabelle/layerB/pss_wip.thy	61656
2604	pss_wip.m_8_7_fseq_descend_dispatcher_condV	1659058	pss_wip	isabelle/layerB/pss_wip.thy	61753
2605	pss_wip.fpx_seg0_self	1659138	pss_wip	isabelle/layerB/pss_wip.thy	61846
2606	pss_wip.fpx_slice_principal	1659172	pss_wip	isabelle/layerB/pss_wip.thy	61864
2607	pss_wip.fpx_VE_reduction	1659188	pss_wip	isabelle/layerB/pss_wip.thy	61913
2608	pss_wip.fpx_terminal_slice_Trans_modStep	1659280	pss_wip	isabelle/layerB/pss_wip.thy	61947
2609	pss_wip.d2x_multBT_replicate	1659328	pss_wip	isabelle/layerB/pss_wip.thy	62007
2610	pss_wip.d2x_multBT_lt_top	1659356	pss_wip	isabelle/layerB/pss_wip.thy	62017
2611	pss_wip.d2x_exchange2_condII	1659472	pss_wip	isabelle/layerB/pss_wip.thy	62054
2612	pss_wip.d6x_Dtower_lt_Dpt	1659504	pss_wip	isabelle/layerB/pss_wip.thy	62161
2613	pss_wip.d6x_exchange2_condVI	1659634	pss_wip	isabelle/layerB/pss_wip.thy	62178
2614	pss_wip.d6x_exchange2_condVI_tower	1659794	pss_wip	isabelle/layerB/pss_wip.thy	62245
2615	pss_wip.d13x_T_dfree	1660400	pss_wip	isabelle/layerB/pss_wip.thy	62332
2616	pss_wip.d13x_T_TB	1660418	pss_wip	isabelle/layerB/pss_wip.thy	62337
2617	pss_wip.d13x_T_flat	1660464	pss_wip	isabelle/layerB/pss_wip.thy	62342
