rank	fact	serial	theory	source_file	source_line
1072	pss_mechanized.RedCondA_bwdN_cross_case	570890	pss_mechanized	isabelle/pss_mechanized.thy	46339
1073	pss_mechanized.seg_rmono_of_monoT	570930	pss_mechanized	isabelle/pss_mechanized.thy	46435
1074	pss_mechanized.RedCondA_bwdN	570936	pss_mechanized	isabelle/pss_mechanized.thy	46457
1075	pss_mechanized.kst_condAB_imp_reduced_cond	571034	pss_mechanized	isabelle/pss_mechanized.thy	46509
1076	pss_mechanized.m_6_6_reduced_iff_cond_cond	571214	pss_mechanized	isabelle/pss_mechanized.thy	46583
1077	pss_mechanized.m_6_6_reduced_coeff	571308	pss_mechanized	isabelle/pss_mechanized.thy	46630
1078	pss_mechanized.kst_bwdcore_trunk	571402	pss_mechanized	isabelle/pss_mechanized.thy	46732
1079	pss_mechanized.kst_bwdcore_nontrunk_of_blocks	571584	pss_mechanized	isabelle/pss_mechanized.thy	46767
1080	pss_mechanized.kst_bwdcore_trunkdiag	571736	pss_mechanized	isabelle/pss_mechanized.thy	46837
1081	pss_mechanized.frontb_rebaseNp_whole	571824	pss_mechanized	isabelle/pss_mechanized.thy	46992
1082	pss_mechanized.frontb_bwdN_whole_eq_Q	571900	pss_mechanized	isabelle/pss_mechanized.thy	47014
1083	pss_mechanized.kst_condAB_imp_reduced_monoT_m10pos	571996	pss_mechanized	isabelle/pss_mechanized.thy	47029
1084	pss_mechanized.kst_condAB_imp_reduced_core_only	572002	pss_mechanized	isabelle/pss_mechanized.thy	47195
1085	pss_mechanized.kst_bwdcore_branch_head_row0	572096	pss_mechanized	isabelle/pss_mechanized.thy	47226
1086	pss_mechanized.kst_bwdcore_branch_head_row1	572170	pss_mechanized	isabelle/pss_mechanized.thy	47286
1087	pss_mechanized.kst_bwdcore_NJ_eq_Br	572212	pss_mechanized	isabelle/pss_mechanized.thy	47372
1088	pss_mechanized.kst_bwdcore_master	572282	pss_mechanized	isabelle/pss_mechanized.thy	47431
1089	pss_mechanized.kst_bwdcore_master_NJReform	572352	pss_mechanized	isabelle/pss_mechanized.thy	47461
1090	pss_mechanized.kst_bwdcore_master_via_G	572474	pss_mechanized	isabelle/pss_mechanized.thy	47511
1091	pss_mechanized.kst_bwdcore_master_of_Gstmt	572716	pss_mechanized	isabelle/pss_mechanized.thy	47566
1092	pss_mechanized.bwd_IncrFirst_m00_shiftRow0_monoT	572830	pss_mechanized	isabelle/pss_mechanized.thy	47608
1093	pss_mechanized.bwd_IncrFirst_e_rebaseRow0	572924	pss_mechanized	isabelle/pss_mechanized.thy	47656
1094	pss_mechanized.bwd_invshift_from_uniform_Red	573040	pss_mechanized	isabelle/pss_mechanized.thy	47704
1095	pss_mechanized.bwd_invshift_zeroT	573184	pss_mechanized	isabelle/pss_mechanized.thy	47723
1096	pss_mechanized.bwd_invshift_m10z_monoT	573320	pss_mechanized	isabelle/pss_mechanized.thy	47770
1097	pss_mechanized.bwd_invshift_via_rebase	573568	pss_mechanized	isabelle/pss_mechanized.thy	47829
1098	pss_mechanized.nextR_rebaseRow0_eq	573634	pss_mechanized	isabelle/pss_mechanized.thy	47872
1099	pss_mechanized.hasParent_rebaseRow0_eq	573728	pss_mechanized	isabelle/pss_mechanized.thy	47884
1100	pss_mechanized.parent_rebaseRow0_eq	573830	pss_mechanized	isabelle/pss_mechanized.thy	47889
1101	pss_mechanized.RedCondA_rebaseRow0	573934	pss_mechanized	isabelle/pss_mechanized.thy	47898
1102	pss_mechanized.monoT_rebaseRow0	574046	pss_mechanized	isabelle/pss_mechanized.thy	47938
1103	pss_mechanized.nu_diagSeq_m10pos_lt	574290	pss_mechanized	isabelle/pss_mechanized.thy	47973
1104	pss_mechanized.kst_condAB_imp_reduced_monoT_m10pos_nu	574718	pss_mechanized	isabelle/pss_mechanized.thy	48028
1105	pss_mechanized.kst_condAB_imp_reduced_monoT_core_of_Ybundle	575234	pss_mechanized	isabelle/pss_mechanized.thy	48217
1106	pss_mechanized.fa_RedCondA_seg	575404	pss_mechanized	isabelle/pss_mechanized.thy	48316
1107	pss_mechanized.fa_nonmulti_par0_pos	575480	pss_mechanized	isabelle/pss_mechanized.thy	48380
1108	pss_mechanized.fa_RedCondA_P_block	575570	pss_mechanized	isabelle/pss_mechanized.thy	48412
1109	pss_mechanized.fa_NJ_Y_facts	576046	pss_mechanized	isabelle/pss_mechanized.thy	48490
1110	pss_mechanized.fa_kst_condAB_imp_reduced_monoT_core	576330	pss_mechanized	isabelle/pss_mechanized.thy	48654
1111	pss_mechanized.fa_kst_condAB_imp_reduced_monoT_m10pos	576472	pss_mechanized	isabelle/pss_mechanized.thy	48768
1112	pss_mechanized.fa_kst_condAB_imp_reduced	576564	pss_mechanized	isabelle/pss_mechanized.thy	48785
1113	pss_mechanized.m_6_6_reduced_iff_cond	576644	pss_mechanized	isabelle/pss_mechanized.thy	48808
1114	pss_mechanized.m_6_5_congR_imp_le0_inv	576748	pss_mechanized	isabelle/pss_mechanized.thy	48855
1115	pss_mechanized.m_6_5_congR_imp_nextrel0_inv	576842	pss_mechanized	isabelle/pss_mechanized.thy	48866
1116	pss_mechanized.m_6_5_congR_imp_leR_inv	576938	pss_mechanized	isabelle/pss_mechanized.thy	48876
1117	pss_mechanized.m_6_5_congR_imp_le1_inv	577030	pss_mechanized	isabelle/pss_mechanized.thy	48887
1118	pss_mechanized.row1_le0_imp_nextrel1_eq	577158	pss_mechanized	isabelle/pss_mechanized.thy	48914
1119	pss_mechanized.row1_le0_imp_le1_eq	577296	pss_mechanized	isabelle/pss_mechanized.thy	48963
1120	pss_mechanized.row1_le0_imp_leR_eq	577504	pss_mechanized	isabelle/pss_mechanized.thy	48979
1121	pss_mechanized.m_6_5_anchored_not_multiT	577628	pss_mechanized	isabelle/pss_mechanized.thy	49014
1122	pss_mechanized.m_6_5_anchored_zeroT_or_monoT	577708	pss_mechanized	isabelle/pss_mechanized.thy	49039
1123	pss_mechanized.m_6_5_RedCondA_shiftRow0	577824	pss_mechanized	isabelle/pss_mechanized.thy	49051
1124	pss_mechanized.m_6_5_trunk_core_diag_row	578050	pss_mechanized	isabelle/pss_mechanized.thy	49092
1125	pss_mechanized.m_6_5_congR_self_Red_trunk_core	578290	pss_mechanized	isabelle/pss_mechanized.thy	49168
1126	pss_mechanized.m_6_5_anchored_reduced_imp_RedCondA	578514	pss_mechanized	isabelle/pss_mechanized.thy	49220
1127	pss_mechanized.m_6_5_anchored_imp_RedCondA	578744	pss_mechanized	isabelle/pss_mechanized.thy	49245
1128	pss_mechanized.leR_Lng1_eq	578860	pss_mechanized	isabelle/pss_mechanized.thy	49277
1129	pss_mechanized.m_6_5_Red_le_zeroT	578980	pss_mechanized	isabelle/pss_mechanized.thy	49294
1130	pss_mechanized.m_6_5_Red_le	579192	pss_mechanized	isabelle/pss_mechanized.thy	49317
1131	pss_mechanized.RedCondA_Pred	579282	pss_mechanized	isabelle/pss_mechanized.thy	49343
1132	pss_mechanized.RedCondA_oper_nontiling	579540	pss_mechanized	isabelle/pss_mechanized.thy	49369
1133	pss_mechanized.RedCondB_Pred	579630	pss_mechanized	isabelle/pss_mechanized.thy	49397
1134	pss_mechanized.RedCondB_oper_nontiling	579774	pss_mechanized	isabelle/pss_mechanized.thy	49429
1135	pss_mechanized.m_6_7_standard_RedCondAB	580384	pss_mechanized	isabelle/pss_mechanized.thy	49457
1136	pss_mechanized.m_6_7_standard_reduced	580634	pss_mechanized	isabelle/pss_mechanized.thy	49507
1137	pss_mechanized.m_6_5_ST_PS_imp_RedCondA	580880	pss_mechanized	isabelle/pss_mechanized.thy	49531
1138	pss_mechanized.operB_gen_LngM	581146	pss_mechanized	isabelle/pss_mechanized.thy	49552
1139	pss_mechanized.operB_gen_entry_prefix	581274	pss_mechanized	isabelle/pss_mechanized.thy	49581
1140	pss_mechanized.operCB_tiling_T	581416	pss_mechanized	isabelle/pss_mechanized.thy	49609
1141	pss_mechanized.operCB_tiling	581532	pss_mechanized	isabelle/pss_mechanized.thy	49755
1142	pss_mechanized.oper_gen_nextrel0_within	581970	pss_mechanized	isabelle/pss_mechanized.thy	49775
1143	pss_mechanized.oper_tiling_row0_prefix	582278	pss_mechanized	isabelle/pss_mechanized.thy	49879
1144	pss_mechanized.operCA_tiling_entry1_base	582680	pss_mechanized	isabelle/pss_mechanized.thy	49977
1145	pss_mechanized.operCA_tiling_row1_plus1_transfer	583582	pss_mechanized	isabelle/pss_mechanized.thy	50025
1146	pss_mechanized.oper_gen_strict_period_floor	583972	pss_mechanized	isabelle/pss_mechanized.thy	50052
1147	pss_mechanized.oper_gen_tiling_row0_interior	585272	pss_mechanized	isabelle/pss_mechanized.thy	50099
1148	pss_mechanized.operCA_tiling_row1_prefix	585982	pss_mechanized	isabelle/pss_mechanized.thy	50298
1149	pss_mechanized.operCA_tiling_assemble	586898	pss_mechanized	isabelle/pss_mechanized.thy	50387
1150	pss_mechanized.oper_last_row0_haspar	587042	pss_mechanized	isabelle/pss_mechanized.thy	50427
1151	pss_mechanized.parent0_eqI	587136	pss_mechanized	isabelle/pss_mechanized.thy	50474
1152	pss_mechanized.oper_gen_tiling_row0_boundary	588182	pss_mechanized	isabelle/pss_mechanized.thy	50499
1153	pss_mechanized.operCA_tiling_row1	589452	pss_mechanized	isabelle/pss_mechanized.thy	50761
1154	pss_mechanized.operCA_tiling_cond	590030	pss_mechanized	isabelle/pss_mechanized.thy	50793
1155	pss_mechanized.oper_gen_tiling_row0_boundary_i0	590286	pss_mechanized	isabelle/pss_mechanized.thy	50840
1156	pss_mechanized.oper_gen_blockfloor_min	590310	pss_mechanized	isabelle/pss_mechanized.thy	51006
1157	pss_mechanized.oper_gen_tiling_row0_blockstart0	590336	pss_mechanized	isabelle/pss_mechanized.thy	51053
1158	pss_mechanized.operCA_tiling_row0	590404	pss_mechanized	isabelle/pss_mechanized.thy	51167
1159	pss_mechanized.operCA_tiling_within1_via_reflect	590540	pss_mechanized	isabelle/pss_mechanized.thy	51262
1160	pss_mechanized.operCA_tiling_within1_ex	590686	pss_mechanized	isabelle/pss_mechanized.thy	51281
1161	pss_mechanized.operCA_tiling_entry1_base'	590856	pss_mechanized	isabelle/pss_mechanized.thy	51311
1162	pss_mechanized.operCA_tiling_within1_via_pbase	591804	pss_mechanized	isabelle/pss_mechanized.thy	51344
1163	pss_mechanized.oper_gen_le0_within_forward	592522	pss_mechanized	isabelle/pss_mechanized.thy	51400
1164	pss_mechanized.oper_d0zero_entryi_base	592966	pss_mechanized	isabelle/pss_mechanized.thy	51477
1165	pss_mechanized.oper_d0zero_nextrel0_inblock_back	593604	pss_mechanized	isabelle/pss_mechanized.thy	51532
1166	pss_mechanized.oper_d0zero_le0_inblock_back	594406	pss_mechanized	isabelle/pss_mechanized.thy	51601
1167	pss_mechanized.oper_d0zero_le0_slice_lift	595528	pss_mechanized	isabelle/pss_mechanized.thy	51723
1168	pss_mechanized.oper_d0zero_nextrel0_base	596648	pss_mechanized	isabelle/pss_mechanized.thy	51788
1169	pss_mechanized.oper_d0zero_le0_base_fwd	597466	pss_mechanized	isabelle/pss_mechanized.thy	52032
1170	pss_mechanized.oper_d0zero_nextrel0_lift	598454	pss_mechanized	isabelle/pss_mechanized.thy	52117
1171	pss_mechanized.oper_d0zero_le0_lift	599118	pss_mechanized	isabelle/pss_mechanized.thy	52265
1172	pss_mechanized.operCA_tiling_row1_charac_i0	599706	pss_mechanized	isabelle/pss_mechanized.thy	52351
1173	pss_mechanized.operCA_tiling_fb_d1pos_le0_j0_to_x	600174	pss_mechanized	isabelle/pss_mechanized.thy	52595
1174	pss_mechanized.oper_d1pos_le0_base_back	600776	pss_mechanized	isabelle/pss_mechanized.thy	52624
1175	pss_mechanized.oper_d1pos_le0_cross_back	601334	pss_mechanized	isabelle/pss_mechanized.thy	52681
1176	pss_mechanized.operCA_tiling_row1_charac_i1_cond	602972	pss_mechanized	isabelle/pss_mechanized.thy	52766
1177	pss_mechanized.operCA_tiling_within1_cond	604700	pss_mechanized	isabelle/pss_mechanized.thy	52817
1178	pss_mechanized.operCA_tiling_via_bcorr	607800	pss_mechanized	isabelle/pss_mechanized.thy	52884
1179	pss_mechanized.oper_d1pos_le0_block_lift_fwd	608634	pss_mechanized	isabelle/pss_mechanized.thy	52928
1180	pss_mechanized.oper_d1pos_le0_prefix_lift_fwd	609102	pss_mechanized	isabelle/pss_mechanized.thy	52989
1181	pss_mechanized.operCA_tiling_bcorr_reduced	614006	pss_mechanized	isabelle/pss_mechanized.thy	53072
1182	pss_mechanized.operCA_tiling_bcorr_le0pstar_slice	615200	pss_mechanized	isabelle/pss_mechanized.thy	53291
1183	pss_mechanized.operCA_tiling_bcorr_valley_reduced	615912	pss_mechanized	isabelle/pss_mechanized.thy	53376
1184	pss_mechanized.operCA_tiling_bcorr_le0pstar	616598	pss_mechanized	isabelle/pss_mechanized.thy	53488
1185	pss_mechanized.operCA_tiling_cond_hpN_valley	619898	pss_mechanized	isabelle/pss_mechanized.thy	53589
1186	pss_mechanized.operCA_tiling_hpN_valley	626048	pss_mechanized	isabelle/pss_mechanized.thy	53696
1187	pss_mechanized.m_6_7_standard_reduced_hpN_valley	629378	pss_mechanized	isabelle/pss_mechanized.thy	53789
1188	pss_mechanized.m_6_5_ST_PS_imp_RedCondA_hpN_valley	633444	pss_mechanized	isabelle/pss_mechanized.thy	53846
1189	pss_mechanized.operCA_tiling_valley_comp_reduced	635490	pss_mechanized	isabelle/pss_mechanized.thy	53923
1190	pss_mechanized.operCA_tiling_hpN_via_le0baseN	637138	pss_mechanized	isabelle/pss_mechanized.thy	54081
1191	pss_mechanized.operCA_tiling_hpN_le0baseN_sameblock	639802	pss_mechanized	isabelle/pss_mechanized.thy	54171
1192	pss_mechanized.operCA_tiling_le0_prefix_proj	640702	pss_mechanized	isabelle/pss_mechanized.thy	54273
1193	pss_mechanized.operCA_tiling_hpN_prefix	641506	pss_mechanized	isabelle/pss_mechanized.thy	54354
1194	pss_mechanized.operCA_tiling_hpN_via_sblk	642262	pss_mechanized	isabelle/pss_mechanized.thy	54402
1195	pss_mechanized.operCA_tiling_hpN_le0baseN_prefix	643176	pss_mechanized	isabelle/pss_mechanized.thy	54458
1196	pss_mechanized.operCA_tiling_hpN_le0baseN_full	644388	pss_mechanized	isabelle/pss_mechanized.thy	54596
1197	pss_mechanized.operCA_tiling_hpN_reduced_sblk	645290	pss_mechanized	isabelle/pss_mechanized.thy	54641
1198	pss_mechanized.oper_d1pos_le0_offset_within	646088	pss_mechanized	isabelle/pss_mechanized.thy	54679
1199	pss_mechanized.operCA_tiling_sblk_via_owithin	647488	pss_mechanized	isabelle/pss_mechanized.thy	54781
1200	pss_mechanized.operCA_tiling_hpN_via_owithin	648854	pss_mechanized	isabelle/pss_mechanized.thy	54913
1201	pss_mechanized.m_6_7_standard_reduced_via_owithin_valleyA	651488	pss_mechanized	isabelle/pss_mechanized.thy	54967
1202	pss_mechanized.m_6_5_ST_PS_imp_RedCondA_via_owithin_valleyA	655652	pss_mechanized	isabelle/pss_mechanized.thy	55077
1203	pss_mechanized.operCA_tiling_sblk_via_spsy	656084	pss_mechanized	isabelle/pss_mechanized.thy	55194
1204	pss_mechanized.operCA_tiling_hpN_via_spsy	656752	pss_mechanized	isabelle/pss_mechanized.thy	55363
1205	pss_mechanized.m_6_7_standard_reduced_via_spsy_valley	660836	pss_mechanized	isabelle/pss_mechanized.thy	55405
1206	pss_mechanized.m_6_5_ST_PS_imp_RedCondA_via_spsy_valley	666114	pss_mechanized	isabelle/pss_mechanized.thy	55500
1207	pss_mechanized.spsy_keystone_strict_blockstart	666898	pss_mechanized	isabelle/pss_mechanized.thy	55603
1208	pss_mechanized.spsy_keystone_via_Q	667378	pss_mechanized	isabelle/pss_mechanized.thy	55727
1209	pss_mechanized.Qprime_diag	667592	pss_mechanized	isabelle/pss_mechanized.thy	55829
1210	pss_mechanized.Qprime_via_tree	667764	pss_mechanized	isabelle/pss_mechanized.thy	55896
1211	pss_mechanized.spsy_keystone_via_tree_bridge	669010	pss_mechanized	isabelle/pss_mechanized.thy	55974
1212	pss_mechanized.tree_wellformed_diag	669352	pss_mechanized	isabelle/pss_mechanized.thy	56062
1213	pss_mechanized.m_6_7_tree_wellformed	669590	pss_mechanized	isabelle/pss_mechanized.thy	56115
1214	pss_mechanized.brick_from_tail_affine	669854	pss_mechanized	isabelle/pss_mechanized.thy	56206
1215	pss_mechanized.tail_affine_diag	670088	pss_mechanized	isabelle/pss_mechanized.thy	56248
1216	pss_mechanized.m_6_7_tree_wellformed_via_affine	670504	pss_mechanized	isabelle/pss_mechanized.thy	56279
1217	pss_mechanized.brick_from_subramp	670756	pss_mechanized	isabelle/pss_mechanized.thy	56324
1218	pss_mechanized.m_6_7_tree_wellformed_via_subramp	671070	pss_mechanized	isabelle/pss_mechanized.thy	56375
1219	pss_mechanized.subramp_diag_base	671152	pss_mechanized	isabelle/pss_mechanized.thy	56408
1220	pss_mechanized.subramp_oper_core	671422	pss_mechanized	isabelle/pss_mechanized.thy	56439
1221	pss_mechanized.SkT_row0_step_le	671534	pss_mechanized	isabelle/pss_mechanized.thy	56563
1222	pss_mechanized.ST_row0_step_le	671600	pss_mechanized	isabelle/pss_mechanized.thy	56812
1223	pss_mechanized.subramp_from_Ep	671874	pss_mechanized	isabelle/pss_mechanized.thy	56836
1224	pss_mechanized.m_6_7_tree_wellformed_via_Ep	672102	pss_mechanized	isabelle/pss_mechanized.thy	56912
1225	pss_mechanized.Ep_from_le0_tail	672284	pss_mechanized	isabelle/pss_mechanized.thy	56963
1226	pss_mechanized.le0_step_consec	672368	pss_mechanized	isabelle/pss_mechanized.thy	57035
1227	pss_mechanized.tailReach_from_row0_strict	672512	pss_mechanized	isabelle/pss_mechanized.thy	57048
1228	pss_mechanized.le0_strict_entry0	672636	pss_mechanized	isabelle/pss_mechanized.thy	57098
1229	pss_mechanized.d0_pos_row1_parent	672726	pss_mechanized	isabelle/pss_mechanized.thy	57110
1230	pss_mechanized.oper_within_block_strict	673356	pss_mechanized	isabelle/pss_mechanized.thy	57131
1231	pss_mechanized.reach_from_z_tail	673446	pss_mechanized	isabelle/pss_mechanized.thy	57163
1232	pss_mechanized.m_6_7_tree_wellformed_via_z	673680	pss_mechanized	isabelle/pss_mechanized.thy	57188
1233	pss_mechanized.le0_z_j1_from_Ez	673918	pss_mechanized	isabelle/pss_mechanized.thy	57222
1234	pss_mechanized.m_6_7_tree_wellformed_via_Ez	674146	pss_mechanized	isabelle/pss_mechanized.thy	57257
1235	pss_mechanized.oper_parent1_readback_interior	674966	pss_mechanized	isabelle/pss_mechanized.thy	57279
1236	pss_mechanized.oper_parent1_readback	675540	pss_mechanized	isabelle/pss_mechanized.thy	57444
1237	pss_mechanized.oper_parent1_readback_boundary	676578	pss_mechanized	isabelle/pss_mechanized.thy	57584
1238	pss_mechanized.Ez_diag_base	676740	pss_mechanized	isabelle/pss_mechanized.thy	57744
1239	pss_mechanized.ez_inblock_lift	677578	pss_mechanized	isabelle/pss_mechanized.thy	57766
1240	pss_mechanized.Mtail_ramp_from_Ez	677676	pss_mechanized	isabelle/pss_mechanized.thy	57854
1241	pss_mechanized.ez_inblock_oper_step	678162	pss_mechanized	isabelle/pss_mechanized.thy	57951
1242	pss_mechanized.ez_prefix_lift	678342	pss_mechanized	isabelle/pss_mechanized.thy	57986
1243	pss_mechanized.segReach_from_row0_strict	678430	pss_mechanized	isabelle/pss_mechanized.thy	58105
1244	pss_mechanized.ez_inblock_oper_step_via_strict	678754	pss_mechanized	isabelle/pss_mechanized.thy	58155
1245	pss_mechanized.ez_prefix_oper_step_via_Ez	678914	pss_mechanized	isabelle/pss_mechanized.thy	58209
1246	pss_mechanized.ez_inblock_oper_step_via_fullramp	679224	pss_mechanized	isabelle/pss_mechanized.thy	58264
1247	pss_mechanized.ez_prefix_oper_step_via_ramp	679234	pss_mechanized	isabelle/pss_mechanized.thy	58341
1248	pss_mechanized.fullramp_diag	679242	pss_mechanized	isabelle/pss_mechanized.thy	58389
1249	pss_mechanized.Ez_from_fullramp	679256	pss_mechanized	isabelle/pss_mechanized.thy	58409
1250	pss_mechanized.tree_from_fullramp	679300	pss_mechanized	isabelle/pss_mechanized.thy	58449
1251	pss_mechanized.fr_width1_step	679312	pss_mechanized	isabelle/pss_mechanized.thy	58486
1252	pss_mechanized.fr_block_step	679378	pss_mechanized	isabelle/pss_mechanized.thy	58511
1253	pss_mechanized.fr_prefix_step	679514	pss_mechanized	isabelle/pss_mechanized.thy	58650
1254	pss_mechanized.fr_oper_step	680280	pss_mechanized	isabelle/pss_mechanized.thy	58700
1255	pss_mechanized.fr_global_oper	680596	pss_mechanized	isabelle/pss_mechanized.thy	58741
1256	pss_mechanized.fr_wid1_trivial	680732	pss_mechanized	isabelle/pss_mechanized.thy	58795
1257	pss_mechanized.fr_ramp_from_Ep_at_j0	680924	pss_mechanized	isabelle/pss_mechanized.thy	58822
1258	pss_mechanized.gs_tree_from_gstrict	681080	pss_mechanized	isabelle/pss_mechanized.thy	58841
1259	pss_mechanized.gs_tree_from_Ep	681490	pss_mechanized	isabelle/pss_mechanized.thy	58871
1260	pss_mechanized.gs_diag_gstrict	681582	pss_mechanized	isabelle/pss_mechanized.thy	58900
1261	pss_mechanized.gs_oper_gstrict_from_M	681866	pss_mechanized	isabelle/pss_mechanized.thy	58916
1262	pss_mechanized.gs_oper_gstrict_reduction	685920	pss_mechanized	isabelle/pss_mechanized.thy	58953
1263	pss_mechanized.f2_gstrict_from_D	685988	pss_mechanized	isabelle/pss_mechanized.thy	58995
1264	pss_mechanized.f2_D_diag	686070	pss_mechanized	isabelle/pss_mechanized.thy	59013
1265	pss_mechanized.f2_gstrict_oper_from_D_M	686100	pss_mechanized	isabelle/pss_mechanized.thy	59038
1266	pss_mechanized.cd_D_from_consec_strict	686132	pss_mechanized	isabelle/pss_mechanized.thy	59066
1267	pss_mechanized.cd_le0_first_step	686182	pss_mechanized	isabelle/pss_mechanized.thy	59110
1268	pss_mechanized.cd_D_from_reachend	686192	pss_mechanized	isabelle/pss_mechanized.thy	59149
1269	pss_mechanized.cd_oper_gstrict_via_reachend	686200	pss_mechanized	isabelle/pss_mechanized.thy	59171
1270	pss_mechanized.cd_tree_via_reachend	686206	pss_mechanized	isabelle/pss_mechanized.thy	59194
1271	pss_mechanized.cd_D_from_strictmono	686216	pss_mechanized	isabelle/pss_mechanized.thy	59234
1272	pss_mechanized.cd_tree_from_D	686284	pss_mechanized	isabelle/pss_mechanized.thy	59273
1273	pss_mechanized.fc_D_diag	686302	pss_mechanized	isabelle/pss_mechanized.thy	59301
1274	pss_mechanized.fc_flat_step_from_notD	686310	pss_mechanized	isabelle/pss_mechanized.thy	59318
1275	pss_mechanized.fc_D_oper	686414	pss_mechanized	isabelle/pss_mechanized.thy	59350
1276	pss_mechanized.fc_notD_M_from_notD_oper	686552	pss_mechanized	isabelle/pss_mechanized.thy	59456
1277	pss_mechanized.bf_roper_nonshift	686604	pss_mechanized	isabelle/pss_mechanized.thy	59513
1278	pss_mechanized.m_6_5_Red_oper	686800	pss_mechanized	isabelle/pss_mechanized.thy	59547
1279	pss_mechanized.m_6_6_red_preserved_by_oper	686988	pss_mechanized	isabelle/pss_mechanized.thy	59582
1280	pss_mechanized.m_6_7_standard_reduced_faithful	687168	pss_mechanized	isabelle/pss_mechanized.thy	59616
1281	pss_mechanized.bf_stdCA_faithful	687452	pss_mechanized	isabelle/pss_mechanized.thy	59653
1282	pss_mechanized.bf_diagSeq_reduced	687594	pss_mechanized	isabelle/pss_mechanized.thy	59709
1283	pss_mechanized.bf_predRdegen_reduced	687762	pss_mechanized	isabelle/pss_mechanized.thy	59726
1284	pss_mechanized.bf_red_preserved_by_oper_ST	688004	pss_mechanized	isabelle/pss_mechanized.thy	59751
1285	pss_mechanized.bf_m_6_7_standard_reduced_modulo_shift	688160	pss_mechanized	isabelle/pss_mechanized.thy	59788
1286	pss_mechanized.bf_stdCA_modulo_shift	688360	pss_mechanized	isabelle/pss_mechanized.thy	59815
1287	pss_mechanized.oper_nontile_eq_Pred	688476	pss_mechanized	isabelle/pss_mechanized.thy	59859
1288	pss_mechanized.bf_shift_resid_via_operCAB	689070	pss_mechanized	isabelle/pss_mechanized.thy	59892
1289	pss_mechanized.bf_m_6_7_standard_reduced_via_operCAB	689286	pss_mechanized	isabelle/pss_mechanized.thy	59938
1290	pss_mechanized.bf_stdCA_via_operCAB	689572	pss_mechanized	isabelle/pss_mechanized.thy	59955
1291	pss_mechanized.m_6_7_oper_gstrict	696400	pss_mechanized	isabelle/pss_mechanized.thy	60006
1292	pss_mechanized.wg_reflect_core	696564	pss_mechanized	isabelle/pss_mechanized.thy	60098
1293	pss_mechanized.oper_parent1_prefix_agree	696656	pss_mechanized	isabelle/pss_mechanized.thy	60165
1294	pss_mechanized.treewf_diag	696738	pss_mechanized	isabelle/pss_mechanized.thy	60247
1295	pss_mechanized.m_6_7_treewf	696818	pss_mechanized	isabelle/pss_mechanized.thy	60269
1296	pss_mechanized.treewf_oper_step	696960	pss_mechanized	isabelle/pss_mechanized.thy	60295
1297	pss_mechanized.gtw_diag	696970	pss_mechanized	isabelle/pss_mechanized.thy	60354
1298	pss_mechanized.m_6_7_globaltreewf	697024	pss_mechanized	isabelle/pss_mechanized.thy	60370
1299	pss_mechanized.treewf_of_gtw	697040	pss_mechanized	isabelle/pss_mechanized.thy	60389
1300	pss_mechanized.nextR1_pred_agree	697050	pss_mechanized	isabelle/pss_mechanized.thy	60398
1301	pss_mechanized.gtw_pred	697064	pss_mechanized	isabelle/pss_mechanized.thy	60436
1302	pss_mechanized.gtw_oper_step	697138	pss_mechanized	isabelle/pss_mechanized.thy	60493
1303	pss_mechanized.oper_d1pos_le0_prefix_back	697354	pss_mechanized	isabelle/pss_mechanized.thy	60546
1304	pss_mechanized.oper_boundary_valley	697742	pss_mechanized	isabelle/pss_mechanized.thy	60629
1305	pss_mechanized.oper_parent1_readback_boundary_uncond	698046	pss_mechanized	isabelle/pss_mechanized.thy	60744
1306	pss_mechanized.operCA_block_start_row1	698832	pss_mechanized	isabelle/pss_mechanized.thy	60767
1307	pss_mechanized.operCA_interior_row1	699394	pss_mechanized	isabelle/pss_mechanized.thy	60805
1308	pss_mechanized.oper_interior_parent_inblock	700032	pss_mechanized	isabelle/pss_mechanized.thy	60869
1309	pss_mechanized.oper_d1pos_parent1_readback_escape	700678	pss_mechanized	isabelle/pss_mechanized.thy	61025
1310	pss_mechanized.oper_interior_hasParent_base	701144	pss_mechanized	isabelle/pss_mechanized.thy	61217
1311	pss_mechanized.oper_blockstart_hasParent_j0	701394	pss_mechanized	isabelle/pss_mechanized.thy	61336
1312	pss_mechanized.oper_d0zero_interior_hasParent_base	701626	pss_mechanized	isabelle/pss_mechanized.thy	61433
1313	pss_mechanized.oper_d0zero_parent1_readback	702672	pss_mechanized	isabelle/pss_mechanized.thy	61501
1314	pss_mechanized.operCA_escape_row1	703546	pss_mechanized	isabelle/pss_mechanized.thy	61668
1315	pss_mechanized.operCA_d1pos	703728	pss_mechanized	isabelle/pss_mechanized.thy	61714
1316	pss_mechanized.operCA_d0zero	704098	pss_mechanized	isabelle/pss_mechanized.thy	61809
1317	pss_mechanized.operCA_tiling_full	704212	pss_mechanized	isabelle/pss_mechanized.thy	61914
1318	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	704246	pss_mechanized	isabelle/pss_mechanized.thy	61955
1319	pss_mechanized.stdCA_ST_PS	704292	pss_mechanized	isabelle/pss_mechanized.thy	61961
1320	pss_mechanized.RedCondAB_ST_PS	704310	pss_mechanized	isabelle/pss_mechanized.thy	61966
